"amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","offset_mean","offset_stdev","offset_median","offset_errlo","offset_errup","frequency_mean","frequency_stdev","frequency_median","frequency_errlo","frequency_errup","phase_mean","phase_stdev","phase_median","phase_errlo","phase_errup"
1.784614222578150500e+00,1.023809247221854068e-01,1.783625552030779993e+00,1.681340968993849883e+00,1.884440929841656454e+00,2.101120761090799205e-01,7.235420417884572131e-02,2.110192798336201214e-01,1.359388479246135262e-01,2.805805735141068125e-01,3.189415200060106592e+00,2.966013842312598819e-02,3.189595762537392076e+00,3.160207170308832580e+00,3.217927548344233113e+00,1.070610527685548208e+00,1.129017375047696586e-01,1.067056868478996945e+00,9.660990298027802847e-01,1.179431631797418278e+00
