weight logl amplitude offset frequency phase
0.000000000000000000e+00 -2.636146500788072444e+03 4.768087033134126074e+00 1.305686742532019551e-02 2.906400686252484267e+00 5.395778526306961531e+00
0.000000000000000000e+00 -2.514990793248446607e+03 4.706735045312593790e+00 1.515202926522582150e+00 2.702567430275844895e+00 5.444939724397078074e+00
0.000000000000000000e+00 -2.285832026446131749e+03 4.691087193068868011e+00 -5.618165348014927396e-01 2.710014534005049658e+00 5.092865877921806117e+00
0.000000000000000000e+00 -2.203149866793241472e+03 4.759854439351261846e+00 -1.377268447026017029e+00 9.137004990412945782e-01 4.229591885942199703e+00
0.000000000000000000e+00 -2.196695274451224122e+03 4.906760830095536541e+00 1.115385865946552091e+00 3.900226772077538762e+00 2.298806462500159853e+00
0.000000000000000000e+00 -2.151026398935648103e+03 4.762579303774193029e+00 -1.177470506877539069e+00 3.961611920409702670e+00 1.704759194009112022e+00
0.000000000000000000e+00 -2.117676775102494503e+03 4.896751169664528724e+00 1.952813242843240538e+00 2.084734743732130191e+00 7.431189642917612748e-01
0.000000000000000000e+00 -2.109541924054115498e+03 3.732050195404924331e+00 -1.100027986164662686e+00 2.850564406003245121e+00 5.014539129899223902e+00
0.000000000000000000e+00 -2.040976660830900073e+03 4.403679220090165103e+00 8.819061060440613886e-03 2.990030598095885672e+00 5.655524405950248301e+00
0.000000000000000000e+00 -2.026196293891930736e+03 3.494355987833581256e+00 -1.990734585216371588e+00 3.510591161341986233e+00 4.229870564107064190e+00
0.000000000000000000e+00 -2.023682446491322480e+03 4.453875011179934340e+00 -1.946175309805551201e+00 5.454473092884739138e+00 1.014026649817858505e+00
0.000000000000000000e+00 -2.014073419821964762e+03 4.466743025043534487e+00 -1.937789537207019741e+00 5.129439497856395747e+00 2.110125703958353416e+00
0.000000000000000000e+00 -1.976194017551730667e+03 4.411761322966729182e+00 -1.958817557888580030e+00 5.116179819405910933e+00 6.991411720879653346e-01
0.000000000000000000e+00 -1.956250935858852472e+03 4.502946284929827847e+00 3.897251967167356668e-01 2.617611430703917108e+00 6.172017036769572584e+00
0.000000000000000000e+00 -1.930751717515121982e+03 4.735602351222388151e+00 7.694092906829719247e-01 3.996243672210414655e+00 1.864721691617855948e+00
0.000000000000000000e+00 -1.924616591440614229e+03 4.145552517742100207e+00 1.163763315988958436e+00 3.141900962088819860e+00 5.177907453531011228e+00
0.000000000000000000e+00 -1.921661219036714783e+03 4.733829597188004890e+00 -1.349217162347194243e+00 8.545030740004229131e-01 4.910905396027928305e+00
0.000000000000000000e+00 -1.918781950845357869e+03 4.204172937691764922e+00 -1.656461736667206974e+00 5.335777374859871358e+00 2.872904618680473199e+00
0.000000000000000000e+00 -1.916025354268939054e+03 4.740955781807621783e+00 7.278870085331150541e-01 6.608983149904393839e-01 3.885536920792377114e+00
0.000000000000000000e+00 -1.915595071694674516e+03 4.901821250030114818e+00 -1.066746831481330648e+00 5.120942852813776369e+00 2.338292265263826053e+00
0.000000000000000000e+00 -1.915571515609989092e+03 3.743054355449428439e+00 -1.949437256327009482e+00 5.939079111174555337e+00 4.235824372305160956e+00
0.000000000000000000e+00 -1.912471219933776638e+03 4.509867708681797538e+00 1.722645576466468764e+00 4.572279923284773062e+00 4.171227254203523138e+00
0.000000000000000000e+00 -1.868074359743105333e+03 4.985331977256880265e+00 -5.205182485671921988e-01 5.406971062166136655e+00 2.984412893557437663e+00
0.000000000000000000e+00 -1.866170717285000137e+03 4.785506383732113456e+00 1.358519692918164878e+00 2.118961006752313025e+00 1.080879135368806088e+00
0.000000000000000000e+00 -1.860852813046591564e+03 4.664363839516768806e+00 -5.936119721838686303e-01 1.738993950070180983e+00 4.502103397562139619e+00
0.000000000000000000e+00 -1.843348207059473907e+03 4.532316279341238818e+00 1.349314831872960863e+00 9.530853325234351914e-01 4.882197013379951933e+00
0.000000000000000000e+00 -1.841117597027658803e+03 4.810170824494680808e+00 -1.310567928357837086e+00 4.673720636937132689e+00 5.961680119407975376e+00
0.000000000000000000e+00 -1.837996848245372803e+03 3.539061187293228272e+00 -7.107076073912890202e-01 3.431201435653421949e+00 2.891587896679394198e+00
0.000000000000000000e+00 -1.830641251500152748e+03 4.771809708895005997e+00 -6.747479993057647896e-01 2.250156260252987650e+00 5.169261570058330868e+00
0.000000000000000000e+00 -1.823165280376467308e+03 3.859044003354565433e+00 -1.877666616887466056e+00 5.411747498582418991e+00 3.214521963126906634e+00
0.000000000000000000e+00 -1.809416008390873230e+03 4.034209933717505692e+00 -1.468662192310512982e+00 3.812697973292785480e+00 1.025853109553264142e+00
0.000000000000000000e+00 -1.801023808289441149e+03 4.449530600229061328e+00 -1.790840781237942103e+00 5.254680637944154853e+00 6.891589787773978459e-01
0.000000000000000000e+00 -1.798908487093698568e+03 4.587185243976071192e+00 1.672654299116346444e+00 5.479007689110647839e+00 5.771000239727721137e+00
0.000000000000000000e+00 -1.798305110829140858e+03 4.886546018939700531e+00 1.328337915387041157e-01 5.197481345277451759e+00 5.451209952097778810e+00
0.000000000000000000e+00 -1.793934271225342854e+03 4.317686727637427779e+00 -1.439975409139208740e+00 4.248403590576620203e+00 5.815943319540504142e+00
0.000000000000000000e+00 -1.783315903195426472e+03 3.806666498555050904e+00 -1.888075162559047726e+00 2.837551633680946317e+00 4.272140444173264107e-01
0.000000000000000000e+00 -1.776452161786173519e+03 4.827850918504194233e+00 1.599428396541244801e-01 2.146297592051306324e+00 5.278247911841805085e+00
0.000000000000000000e+00 -1.774199899328668607e+03 4.743417777713061056e+00 2.533402117081315907e-01 5.887789027025926103e+00 2.046650884782100999e+00
0.000000000000000000e+00 -1.757961458942217405e+03 4.286084168785536441e+00 -4.355806877185948167e-01 1.078496839173614275e+00 3.931253201237895567e+00
0.000000000000000000e+00 -1.756637338381273366e+03 4.495369824819329452e+00 1.681017953294884570e+00 5.484110457921324233e+00 1.989694434359450037e+00
0.000000000000000000e+00 -1.750065433087553629e+03 4.620752912361356657e+00 2.584419469816325865e-01 1.556034721721861303e+00 5.393047945328588444e-01
0.000000000000000000e+00 -1.746305433996755710e+03 3.467305045785286310e+00 9.316449397416306510e-01 2.926472542352627215e+00 4.644334776237355911e+00
0.000000000000000000e+00 -1.739772416975044280e+03 4.891421451316293911e+00 1.019453442807896959e+00 5.816647596696068234e+00 4.009116658809389833e+00
0.000000000000000000e+00 -1.730215463120287041e+03 4.637336830934918552e+00 -9.814631685422114948e-01 4.746152943566586124e+00 5.326667618630647638e+00
0.000000000000000000e+00 -1.729892330017959239e+03 3.439803931274392657e+00 -1.999415825750109121e+00 4.690223896987588681e+00 2.068495162240641783e+00
0.000000000000000000e+00 -1.716954785174814333e+03 4.438503121276287544e+00 1.836030501496164646e+00 5.513689500241711450e+00 2.390055527394888912e+00
0.000000000000000000e+00 -1.709494603075462464e+03 4.577051358943984738e+00 1.153473575801696516e+00 4.263988269483263593e+00 4.785037511984643999e+00
0.000000000000000000e+00 -1.705290327276581593e+03 3.759740382556004956e+00 -1.887475823227488636e+00 4.062337176241669567e+00 4.842564863550479770e-01
0.000000000000000000e+00 -1.695314478778977445e+03 4.910282943871514760e+00 -6.151919226372135618e-01 5.485443673691979605e+00 4.153327187505217455e-01
0.000000000000000000e+00 -1.675649690585736607e+03 4.331598158867858039e+00 1.725225851282869094e+00 3.047152878506360185e+00 3.067633089985618788e+00
0.000000000000000000e+00 -1.660338752371273131e+03 4.682501501628790308e+00 -6.297986503827202043e-02 5.500021917754458478e+00 1.970799531040352992e+00
0.000000000000000000e+00 -1.653069145259170909e+03 4.926007372380243332e+00 5.941621585409668782e-01 5.311840213496027197e+00 6.405913095594871765e-01
0.000000000000000000e+00 -1.647615121199458372e+03 4.550080343425232599e+00 1.577661237343381373e+00 5.436083601371704432e+00 3.635305638129040950e+00
0.000000000000000000e+00 -1.642449914008246196e+03 3.295464066507658885e+00 9.286387065226233695e-01 2.905553648619068063e+00 4.848987381373000005e+00
0.000000000000000000e+00 -1.632303100923898683e+03 4.704184789638316211e+00 -1.135590646034138729e+00 2.507040786511659292e+00 3.332416743230061318e+00
0.000000000000000000e+00 -1.628035308995684318e+03 4.720250334472241072e+00 -6.601596338502826455e-01 1.306900389844059873e+00 4.697634904448615423e-01
0.000000000000000000e+00 -1.621919783094417198e+03 4.797794381015068943e+00 5.110957724268523350e-01 2.358138071417097414e+00 4.502009997400306496e+00
0.000000000000000000e+00 -1.617152186919752467e+03 2.395170473790663834e+00 -1.584906925982709325e+00 5.020556095473951430e-01 3.022603763479610794e+00
0.000000000000000000e+00 -1.615627569497412878e+03 4.117938171695613825e+00 1.093454506847897356e+00 1.664866272824782722e+00 5.016496004400505804e+00
0.000000000000000000e+00 -1.612194892139965759e+03 4.596132317080222407e+00 -5.208859808146262260e-01 1.405241683640385597e+00 4.882502278142291097e+00
0.000000000000000000e+00 -1.603407042687904323e+03 2.740410008603342273e+00 -1.891807119927196634e+00 1.166660596984089748e+00 4.691179679868754171e+00
0.000000000000000000e+00 -1.602800277199738275e+03 4.479035647649100227e+00 1.534633644908354189e+00 4.070613174475871787e+00 5.355678197732621548e+00
0.000000000000000000e+00 -1.595034878663762356e+03 4.030871654379495794e+00 1.822782406900317564e+00 1.500032280539050467e+00 1.671701328319698865e+00
0.000000000000000000e+00 -1.581920791207077855e+03 4.743517928914627646e+00 1.560284846901418554e-01 2.285762045528313191e+00 2.234755646685633756e+00
0.000000000000000000e+00 -1.580972724202097879e+03 2.623060011419583226e+00 -1.915975091832293309e+00 1.362801349417089192e+00 3.592708046802246091e+00
0.000000000000000000e+00 -1.580073296339971421e+03 4.703526753021074924e+00 -3.006098113884840828e-01 5.677780235982960555e+00 6.414254403000231308e-01
0.000000000000000000e+00 -1.576564974087714290e+03 3.644348441647186743e+00 8.918191882165240614e-01 3.625378835302909497e+00 2.366297538797984323e+00
0.000000000000000000e+00 -1.570501466256707090e+03 3.403080076306475465e+00 -1.552403901342372272e+00 4.500828998874287556e+00 3.942312593555377997e+00
0.000000000000000000e+00 -1.566191927801540260e+03 4.737219389934395508e+00 -6.502778472193271320e-01 5.382168336844177503e+00 7.023326897184504203e-01
0.000000000000000000e+00 -1.561457659373838396e+03 4.084260854998249535e+00 -8.512961120807633897e-01 4.814734619394417159e+00 2.040429342984396488e+00
0.000000000000000000e+00 -1.558631055498688511e+03 4.278737666107129911e+00 1.392008457926996901e+00 1.625874401899237265e+00 4.178233182958487113e+00
0.000000000000000000e+00 -1.556798124398880191e+03 4.121405655598701756e+00 -1.184680119643566343e+00 5.822430027404750241e+00 3.918841992908922656e+00
0.000000000000000000e+00 -1.554501156497730790e+03 4.553323615204568853e+00 -5.624663478227001079e-01 1.984855461189696246e+00 1.200955837293716522e-01
0.000000000000000000e+00 -1.547314353760170434e+03 4.426264415340217973e+00 9.813661417572667744e-01 4.380389284931709426e+00 2.399618857418415629e+00
0.000000000000000000e+00 -1.532747979491958858e+03 3.672590057604638414e+00 8.453458221517409221e-01 3.009047975874862946e+00 3.683181828664913393e+00
