"amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","offset_mean","offset_stdev","offset_median","offset_errlo","offset_errup","frequency_mean","frequency_stdev","frequency_median","frequency_errlo","frequency_errup","phase_mean","phase_stdev","phase_median","phase_errlo","phase_errup"
1.773071758659639396e+00,6.252270154923489365e-02,1.772331052281532759e+00,1.712463899678150492e+00,1.836453701529147109e+00,1.765179998016885299e-01,4.646318135434020918e-02,1.772679669539320990e-01,1.288342433956031208e-01,2.217666482602467515e-01,3.182485752712707949e+00,2.123963438310998153e-02,3.182371908161461871e+00,3.161396682734187724e+00,3.203523760225531092e+00,1.054948505690173954e+00,7.757094624335852950e-02,1.054527442736545861e+00,9.798369242283370140e-01,1.129571170722898366e+00
