location amplitude width
5.000221830061157107e+02 1.967252092527498775e+01 4.163461159163827752e+00
4.997396289126148758e+02 1.892229955481820269e+01 4.248511441939574418e+00
5.000180363536240407e+02 1.987657034445155801e+01 4.074166567274788875e+00
5.000956866514941339e+02 2.065196989680820749e+01 3.799888709793207919e+00
4.999534733274554696e+02 1.954828625033876222e+01 4.088886026124870732e+00
5.001510912144332224e+02 2.041444420730683973e+01 3.812289491779640382e+00
5.000759174571735457e+02 1.948402263030768822e+01 4.275293736677848067e+00
5.001831041658268191e+02 1.942175748768772081e+01 4.466380755190946239e+00
5.000898607924976886e+02 1.925573413613079410e+01 4.222766452512083823e+00
5.000020689803082519e+02 1.885717847986473572e+01 4.371481413376185898e+00
5.003504228465761798e+02 1.839215346915083060e+01 4.357703915174158560e+00
4.999211034150571322e+02 1.966556166001924311e+01 4.088683138036088849e+00
4.999528582913092123e+02 1.881383125276097701e+01 4.145720793288604433e+00
5.002766094282853828e+02 1.949288632013971068e+01 4.285011774380260263e+00
5.000712402786571147e+02 1.894576598338298012e+01 4.025422676209670314e+00
5.001368675807377144e+02 1.964124202584289236e+01 4.225973821027740662e+00
4.997896075772342215e+02 1.947782494685084131e+01 3.743217705824434027e+00
5.002750366689650718e+02 1.994133613822350526e+01 4.234593713583254981e+00
4.998610941910131942e+02 1.960555032836759537e+01 4.092727717240575380e+00
5.000105703468340721e+02 1.873226763469210709e+01 4.131064265877826713e+00
5.001069261508333739e+02 2.018028040582042593e+01 4.033051261047801539e+00
4.999017778860206818e+02 2.012700575554166349e+01 4.240935493834190773e+00
5.000418164581802785e+02 1.952225924602086948e+01 4.396810796713993774e+00
5.000636646066063804e+02 1.954872805473733877e+01 4.335598216331819188e+00
4.999574304526310016e+02 1.908058739355561784e+01 3.955037737052101932e+00
5.001803105006554802e+02 1.815756096124680496e+01 4.646098540504980612e+00
5.002986471561007988e+02 1.828055891321871229e+01 4.727643054049362803e+00
4.999505554184273706e+02 1.918268684641353161e+01 4.081643623123920150e+00
4.998965371558894049e+02 1.880209599493926476e+01 4.173220091456213865e+00
5.000769736712917961e+02 2.027907500132092977e+01 4.272860843069617331e+00
4.996871696812760888e+02 1.917492116032910587e+01 4.090617695094604045e+00
4.998337314429999196e+02 1.897632950039972854e+01 4.284110621454314760e+00
5.002992786977516744e+02 2.027802892927211786e+01 4.022038242872409519e+00
4.999260960925499830e+02 1.958544765871441484e+01 4.272806730163736688e+00
4.999903491350589775e+02 2.010183622256210256e+01 3.602769939092912210e+00
4.997187531017737001e+02 1.913044157789860833e+01 4.033220781593096937e+00
5.001035019632606691e+02 1.944723713638262552e+01 4.028659752203140876e+00
5.001756259817611294e+02 1.779844961353218125e+01 4.232095037509476576e+00
5.001985152979709710e+02 1.877650796164460445e+01 4.253770192529653826e+00
4.999864835825201226e+02 2.145613846445236206e+01 3.959708337147323842e+00
5.000084164072045496e+02 1.953346174933662027e+01 3.881873687846195686e+00
4.998468830683953001e+02 2.061840443114584076e+01 3.672577483553564726e+00
5.003199364968747886e+02 1.964786107627777056e+01 4.208311801161714882e+00
4.998343786095431369e+02 1.935401258916840206e+01 4.255967413027958557e+00
4.999876546983914523e+02 1.981424221490782855e+01 4.146116202156149733e+00
5.002992786977516744e+02 2.027802892927211786e+01 4.022038242872409519e+00
5.001019624743699978e+02 1.823997033494629605e+01 4.150135465580773619e+00
4.997029337717743829e+02 2.082977294723361084e+01 4.070571415501958334e+00
4.998503373525376219e+02 1.741341300668122116e+01 4.580464254917396616e+00
4.998231035349371041e+02 2.018311738107227526e+01 4.055206723307142269e+00
5.000436599640386817e+02 1.995420738843946395e+01 4.142928149831360152e+00
5.000494932526661955e+02 1.985895222660879256e+01 4.049985328984405442e+00
4.996296819281274111e+02 1.974337855022988109e+01 4.169298014698320287e+00
5.001016835868244357e+02 1.817788757583894466e+01 4.239344572880959561e+00
4.998316402551559463e+02 1.762037804034898869e+01 4.608344605189070187e+00
4.999590471738010820e+02 1.884608890699487205e+01 4.253746536827128999e+00
4.997257207898078377e+02 2.015892394102563756e+01 4.015572280995584720e+00
5.000780256039171263e+02 1.903453545353788812e+01 4.333412466291446385e+00
4.995525175867461485e+02 1.974975292949002537e+01 4.232697834751494526e+00
4.999461597060249574e+02 1.914338036248107500e+01 4.028925677494613389e+00
5.000028605501730681e+02 2.021448301804613834e+01 4.083989935098651713e+00
5.000014762761095994e+02 2.062604138048356006e+01 4.075910295487375379e+00
4.997910195287918782e+02 2.036543735276389810e+01 4.125576452884546441e+00
5.001875103849552033e+02 1.989865618846756234e+01 3.832515063884522011e+00
4.999461597060249574e+02 1.914338036248107500e+01 4.028925677494613389e+00
5.004024709493825185e+02 2.028418606422289372e+01 4.194404281516662891e+00
5.001735096632356203e+02 1.902447345628844388e+01 3.841848788983775798e+00
5.003260250304425085e+02 1.796281220928123190e+01 4.374351374706398232e+00
4.998389531265102050e+02 1.942365665036583877e+01 4.093508365630554202e+00
5.002809292744900631e+02 1.846693171853448945e+01 4.132988385833071376e+00
5.000148208440238022e+02 1.992834353590571439e+01 4.010096788578581872e+00
4.999395978709129054e+02 2.125457229126232761e+01 3.845270820615679153e+00
4.995839559088567512e+02 1.855463709296766694e+01 4.216127128199488538e+00
5.001117373141470352e+02 1.870600755893541489e+01 4.364164387577851301e+00
4.999535563623256849e+02 2.003683406542187484e+01 4.363794552460730891e+00
5.001192458660976286e+02 1.937424631052218160e+01 4.317341051364492976e+00
4.998575061977968517e+02 2.012659681718425730e+01 4.124350707456453158e+00
5.000056375087761467e+02 1.868019492979291840e+01 4.283743028769271710e+00
5.004420005358548451e+02 2.034559347617356195e+01 4.008826526284151370e+00
4.999043530002503530e+02 2.034415596123609049e+01 4.113665092063497397e+00
4.998098231164448180e+02 2.078839035297114535e+01 4.240352800715281312e+00
4.998321254965724165e+02 1.904467271092430991e+01 4.227939246758517733e+00
5.003759603475328390e+02 1.822245647683282499e+01 4.313866767238124567e+00
4.997564088602073866e+02 1.880731164787134801e+01 4.162095903366049399e+00
5.003061291947149130e+02 1.984489732101186021e+01 4.129711310907254074e+00
4.999053442480770286e+02 1.977463387199490441e+01 4.028371719292643149e+00
5.001345180170509934e+02 2.009829140900193423e+01 3.908907127097243972e+00
5.000714984317738754e+02 2.015347456594142272e+01 4.113420787662375844e+00
4.998159741787127359e+02 1.951447424205242598e+01 4.192517610368450498e+00
4.997504751212941301e+02 2.073166609990537523e+01 3.881026479500544912e+00
5.001683426334999467e+02 1.643367032473414824e+01 4.342888696675346161e+00
5.001108940894760622e+02 1.982687570360863916e+01 4.033921167733162783e+00
4.996062185417580395e+02 1.672157610520001825e+01 4.363436130329266582e+00
4.998531978781618932e+02 1.954950308147014226e+01 4.527002860396092565e+00
4.998699015874632892e+02 1.967761335955991342e+01 3.962058929361793158e+00
5.002920887140427908e+02 2.066613523697473909e+01 3.934869393738101628e+00
4.999704844754288047e+02 1.962860407730267198e+01 4.749685011327613893e+00
4.999418122709341219e+02 1.964838428394844527e+01 4.128031032266626710e+00
4.999703545045577471e+02 2.152146826018619663e+01 3.865533528963150278e+00
4.999532774125279957e+02 1.866275734609001091e+01 4.238656293981923007e+00
4.999041450896272636e+02 1.884388997252219511e+01 4.052618194420619879e+00
4.999494335674183958e+02 1.992668696672392770e+01 3.865643719902745801e+00
4.997315657754834888e+02 1.868937941993560869e+01 4.317088295851523760e+00
5.000659475567519507e+02 1.958085497527773455e+01 4.383279798068868693e+00
5.000139047721396537e+02 1.994099624166413776e+01 4.334441443694779572e+00
4.999498478136237622e+02 1.960784403913463336e+01 4.016489641094667995e+00
5.001184920916242049e+02 1.967436415443107833e+01 3.913645303561197331e+00
5.003980933980703867e+02 1.853868889982212309e+01 4.049951995845054498e+00
5.002032651489707860e+02 2.105165582785330969e+01 4.140765080703933343e+00
5.000622476549195881e+02 1.920278850377906821e+01 4.050136330257070760e+00
5.000860928793841822e+02 1.914041873451454734e+01 4.160937070314768782e+00
5.000009182178985156e+02 1.985716929327481850e+01 3.907890358638951067e+00
4.997596864305930922e+02 1.902056588281456584e+01 3.907926350702890073e+00
4.999184693739802015e+02 1.978563379683713919e+01 4.163401126369877581e+00
4.996325858844550680e+02 1.843606890612625193e+01 4.299481353709998288e+00
4.999687844008579418e+02 1.995914815293506095e+01 4.060813353018674299e+00
5.002575094162405094e+02 1.803451610882628842e+01 4.318715556558850643e+00
4.996947677488954014e+02 1.772700377243049985e+01 4.507617896699811055e+00
4.999717024068636988e+02 1.973106832317835568e+01 3.763080450760975193e+00
5.000482817300579654e+02 2.057483506789137095e+01 4.101967483082134436e+00
4.998327561246026107e+02 1.954600674734065535e+01 4.290292004183560159e+00
5.001673977870730710e+02 1.937867630978888300e+01 3.924812626161192863e+00
5.000281647076470790e+02 1.962380177389452385e+01 4.187700848571223489e+00
4.996971498913422352e+02 1.889679579528705489e+01 4.052402342003673219e+00
4.999230237380530752e+02 1.905973471300324107e+01 4.272994697235996675e+00
5.000917477802692019e+02 2.018979161918325715e+01 3.553822147826258604e+00
4.999932364995119656e+02 1.811408086529778316e+01 4.245367432665847929e+00
5.002413509168674750e+02 1.945455739947794527e+01 4.248980852730861457e+00
5.002271790419880517e+02 1.862973793188086091e+01 3.781199613362147716e+00
4.996390218346525671e+02 2.040846358591373644e+01 4.184046638037895782e+00
5.003940264907474784e+02 2.048386914253732982e+01 4.272803339943121337e+00
5.001792109384372225e+02 2.002204368234820109e+01 4.108762532180921134e+00
4.996422820268525129e+02 1.866162180737162402e+01 4.265999670924041531e+00
4.999417702081709649e+02 1.895326930461068216e+01 4.202093788169530164e+00
4.996898114812008203e+02 2.025762324953177185e+01 4.292770078083535168e+00
5.000105416676851746e+02 1.901246528423532212e+01 4.304575378366626737e+00
5.001398297077362258e+02 1.846729709391679108e+01 4.678880033452818665e+00
5.002270132659119213e+02 2.037172008283916469e+01 4.182760546256340639e+00
4.998714488178203510e+02 1.965097078466212821e+01 4.279321101473940736e+00
5.001974688404583844e+02 1.965546943228513754e+01 4.135455883630196894e+00
5.000220275498146520e+02 1.923209221601670293e+01 3.898043184061902977e+00
5.002113327357824915e+02 1.957072281292936111e+01 4.133572242462510538e+00
5.002123122501421904e+02 1.895437591954488354e+01 4.362553531317499456e+00
5.002328256919304295e+02 2.037844091382251221e+01 3.878145693580799858e+00
5.001016835868244357e+02 1.817788757583894466e+01 4.239344572880959561e+00
5.000563680022293056e+02 2.071965156711163303e+01 4.180085120607730076e+00
4.999774327612403795e+02 2.005112746500437737e+01 4.061087853638332135e+00
5.006222333430642948e+02 1.942846550483228540e+01 4.090844107208528868e+00
5.001263982775159320e+02 1.845097543802555862e+01 4.263670757848082360e+00
5.001640181206882403e+02 2.146009065794681092e+01 3.933988198363972622e+00
4.997523674321365093e+02 1.902011486112461824e+01 4.207935725546257721e+00
5.003585405544422429e+02 1.799296005457802039e+01 4.199316673884676554e+00
4.999490917807788719e+02 2.023050285470625909e+01 4.030116926657253629e+00
5.005493849490624143e+02 1.803821160570092630e+01 4.581323108029160096e+00
5.001398297077362258e+02 1.846729709391679108e+01 4.678880033452818665e+00
4.998257032895432985e+02 2.187079589181329808e+01 3.983581973063726078e+00
4.999365658260310283e+02 1.946836170072955241e+01 4.294093936368668984e+00
5.001749321589441593e+02 1.907185222370981492e+01 4.254916213060520036e+00
4.998400596646425811e+02 1.931217593096497609e+01 4.297478954016462183e+00
5.000610864239050670e+02 2.051086480808884716e+01 4.043093520084855896e+00
4.998781773932356600e+02 2.009696513442721866e+01 4.245375835332614756e+00
5.002273848934274270e+02 1.908288226891123784e+01 4.148364920703782488e+00
5.004419689848917869e+02 2.146004037589586844e+01 4.096415875192798595e+00
4.997806025073200544e+02 1.896064438309319655e+01 4.333588652671039654e+00
4.995945881184101154e+02 1.949144970900057672e+01 3.881200840619144277e+00
4.999435801493844451e+02 1.983275857528050423e+01 3.990660267335778499e+00
5.001164784300969472e+02 1.905915682007113787e+01 4.133911168563590977e+00
4.998920206450470687e+02 1.831382888381250496e+01 4.227565480435357514e+00
4.994552430763351936e+02 1.978487969102210542e+01 4.241552335973353571e+00
5.000604965906582038e+02 2.077909750573519077e+01 4.178235851507278831e+00
4.998848927611824706e+02 1.988740830289944128e+01 3.699276306575754791e+00
5.002655654566598855e+02 1.923887584562211117e+01 3.934843621248397927e+00
5.002283570760627640e+02 1.925364840987672110e+01 4.106893361387525587e+00
4.999804181272551205e+02 1.947525473881096403e+01 3.953924268806984887e+00
4.999361276060932937e+02 1.923316273301350776e+01 4.104021612901436633e+00
4.996775358963992630e+02 1.844469956884615769e+01 4.500723250948511556e+00
4.997649540250088762e+02 1.856709895713704839e+01 4.372477146072549559e+00
4.996314748479244940e+02 1.802734610491111766e+01 4.284434183521199202e+00
4.999932364995119656e+02 1.811408086529778316e+01 4.245367432665847929e+00
4.997593766160688915e+02 1.992337226144890394e+01 4.141468271504959553e+00
5.000613316466598235e+02 1.905883458235423333e+01 4.405892379883153964e+00
4.997950294600458960e+02 1.946723125030038304e+01 4.175881978987717957e+00
4.997683060286082082e+02 1.822974309798708248e+01 4.527480694399439898e+00
5.001960812073829743e+02 2.037852781254804313e+01 3.951698382859664349e+00
5.000630170905405976e+02 1.994069958904723805e+01 4.337173370241868220e+00
5.001140264036589542e+02 1.929716374231613329e+01 4.137169243680838271e+00
4.996933470485842008e+02 1.815903779217881464e+01 4.589569540817053372e+00
5.000558577523547683e+02 2.014424410256254205e+01 4.138881370341793264e+00
5.000371513400766048e+02 1.944970061435415687e+01 4.072368113570080439e+00
5.001188219136303701e+02 1.855370421850577856e+01 4.118704983862232716e+00
4.999435801493844451e+02 1.983275857528050423e+01 3.990660267335778499e+00
5.001849025468731043e+02 2.073694578267275190e+01 4.147019527879973744e+00
4.996256902750479298e+02 1.974558832496016691e+01 3.793029247557870853e+00
4.999042918049091213e+02 2.025602252253586144e+01 3.843657817245075492e+00
5.002157770294002148e+02 1.972756734644655197e+01 4.190298771215027251e+00
4.999144338288925837e+02 1.883270904764245657e+01 4.182282970057429772e+00
4.997975697279590008e+02 2.064709238958867843e+01 4.172188740460716971e+00
4.999110427846352422e+02 2.007999986168823980e+01 4.085778175971298332e+00
5.000319667787713342e+02 1.949340602096070540e+01 4.065051242117227126e+00
5.003272857327204974e+02 2.102777427010434508e+01 4.037126640137756795e+00
5.000224705506565215e+02 1.890899180124019097e+01 4.105748014778946242e+00
4.999313199818753333e+02 1.861696203125313431e+01 4.340417134218339967e+00
4.998517908751853724e+02 1.871074298692034787e+01 4.152151359875721148e+00
4.998132398725980465e+02 1.812051336943400059e+01 4.375029350591912447e+00
4.999522551823266099e+02 1.995801772983816846e+01 4.016512506460411025e+00
5.000782746555661333e+02 1.786211687582830976e+01 4.514178443635922022e+00
5.003983648210162301e+02 1.872679410874511419e+01 4.281874486956357195e+00
4.999456889535630353e+02 1.920951208607615968e+01 4.155580692677610877e+00
4.998735665076604846e+02 1.906050066025809286e+01 4.165023745965064528e+00
5.003447811762749780e+02 2.014024779867732562e+01 3.949618457852420494e+00
5.002471813598990025e+02 1.952771400308443717e+01 3.988478498722439980e+00
5.002657580311553147e+02 1.824553443916569506e+01 4.247476548569533605e+00
5.003040753496979391e+02 2.034030832211777096e+01 4.074151231675667617e+00
4.999307150765619099e+02 2.048997179738324803e+01 3.854565465438617888e+00
4.999515040710344920e+02 1.917821875916146368e+01 4.299150627864589680e+00
4.998289456992948772e+02 1.812582687905540979e+01 4.633585480321635863e+00
4.998323243721912945e+02 1.973561062042288228e+01 4.065800282177004732e+00
5.002655654566598855e+02 1.923887584562211117e+01 3.934843621248397927e+00
5.002157770294002148e+02 1.972756734644655197e+01 4.190298771215027251e+00
5.000536092781008506e+02 1.906511702622603721e+01 4.183051067995438466e+00
5.000558577523547683e+02 2.014424410256254205e+01 4.138881370341793264e+00
5.002123122501421904e+02 1.895437591954488354e+01 4.362553531317499456e+00
4.999767131486888729e+02 2.009920520297684732e+01 4.232161078407287391e+00
4.999974235229670967e+02 1.799228304900703179e+01 4.731560815692484212e+00
5.003716459929852931e+02 1.927936979602810297e+01 4.194307293196855468e+00
4.997465937714136999e+02 1.878856723369433013e+01 3.946100671707532204e+00
5.003426180338918243e+02 1.866296387940855084e+01 4.310841375530610087e+00
4.996242244274453128e+02 1.948126783480553570e+01 3.829029690386500651e+00
4.997656249638827148e+02 2.022968944969750638e+01 3.919724570259008889e+00
5.001742606075717958e+02 1.853052401554958806e+01 4.141614358210432556e+00
4.999310734227928492e+02 1.878514965157874528e+01 4.397104010865445112e+00
4.999391542475674441e+02 2.062524393020045466e+01 4.102715977729212149e+00
4.996459063099778177e+02 1.887382238187766959e+01 4.279493538432173061e+00
4.994088726343669009e+02 1.914704533830183664e+01 4.265770199883058389e+00
4.998742304170560260e+02 2.020164053789548575e+01 4.160469447731021120e+00
5.001735096632356203e+02 1.902447345628844388e+01 3.841848788983775798e+00
4.994995244931542970e+02 2.004091582459446741e+01 3.807008563727946715e+00
4.997850777855913975e+02 2.028239916617319238e+01 3.911755418977886034e+00
5.000293169959914508e+02 1.894645148237323085e+01 4.009632672021286481e+00
4.997978026660899218e+02 1.767056890530777125e+01 4.500915911767853217e+00
5.003175246593320935e+02 1.883768952119915596e+01 3.935067032275414434e+00
4.998927907802572577e+02 1.869737374592147461e+01 4.197406826751299391e+00
4.996070044659632003e+02 2.077650944694717339e+01 3.975704290726423284e+00
5.000737159172824136e+02 1.858027460655362972e+01 4.359647569022378377e+00
4.997350747638045050e+02 1.922403333310241891e+01 4.275348345044968745e+00
4.998400596646425811e+02 1.931217593096497609e+01 4.297478954016462183e+00
5.004993424648590121e+02 1.941574869947674031e+01 4.569556617230248641e+00
5.000613316466598235e+02 1.905883458235423333e+01 4.405892379883153964e+00
5.001784635403974448e+02 2.123475578380875461e+01 3.883960164978391028e+00
4.999574304526310016e+02 1.908058739355561784e+01 3.955037737052101932e+00
5.001118189945540848e+02 1.713581843535562754e+01 4.466098193887115819e+00
4.998848927611824706e+02 1.988740830289944128e+01 3.699276306575754791e+00
5.000442296645114766e+02 1.803474102008624058e+01 4.400102715875744863e+00
5.000014762761095994e+02 2.062604138048356006e+01 4.075910295487375379e+00
5.000659475567519507e+02 1.958085497527773455e+01 4.383279798068868693e+00
4.999039643977525316e+02 1.947380400612281903e+01 4.013122343223385791e+00
4.999088704131048644e+02 1.970026006895743365e+01 4.166795216641179245e+00
5.000010339452330186e+02 2.039213897897672467e+01 3.995816234534311562e+00
4.997087475746170639e+02 1.945714895568067249e+01 3.964740887771108113e+00
4.999482012099423400e+02 1.923803355460207953e+01 4.137468488212857842e+00
4.998336383076727998e+02 2.057399881489501681e+01 4.223773777258529094e+00
5.000796961832969032e+02 1.808274258910955012e+01 4.342540149441634689e+00
5.001398297077362258e+02 1.846729709391679108e+01 4.678880033452818665e+00
4.999515040710344920e+02 1.917821875916146368e+01 4.299150627864589680e+00
5.000796961832969032e+02 1.808274258910955012e+01 4.342540149441634689e+00
5.004484151798451990e+02 2.105625576836369106e+01 3.945898192265892668e+00
4.998557260295447691e+02 1.903624033959224349e+01 4.242916418169019543e+00
4.998295087115077990e+02 1.895908936399838751e+01 4.128783259962543362e+00
5.001184920916242049e+02 1.967436415443107833e+01 3.913645303561197331e+00
5.000962419106201082e+02 2.030785635656380705e+01 4.231908785113964733e+00
4.997419469230766254e+02 1.857547961591360419e+01 4.537248305283448246e+00
4.998026129934872301e+02 1.927628647523125593e+01 4.135502192735278193e+00
5.001960812073829743e+02 2.037852781254804313e+01 3.951698382859664349e+00
4.999728594374026898e+02 1.975127210341172912e+01 3.697627258157926811e+00
5.000923755655659875e+02 1.947390241782376563e+01 4.361617206848958261e+00
5.001160289571878366e+02 1.735143974089602992e+01 4.650200939540174438e+00
4.999830334308757074e+02 2.026853829996694145e+01 4.008996214310788453e+00
5.001833498801955216e+02 1.628305954783274956e+01 4.982445580985052302e+00
4.999535595393123231e+02 2.050876797514400707e+01 4.131435916322883095e+00
4.995777363164449980e+02 1.862207507128805872e+01 4.420083070813495496e+00
4.999929075753613006e+02 2.004316430138105076e+01 3.881756435680252970e+00
5.003549129868910086e+02 1.906734097054185284e+01 4.267199777819195461e+00
5.000670054540216825e+02 2.008546946492224450e+01 4.053676070102755880e+00
4.998098231164448180e+02 2.078839035297114535e+01 4.240352800715281312e+00
5.001459295080518928e+02 1.940981526442037364e+01 4.208055000362262987e+00
4.998476040638574887e+02 2.064821667165020358e+01 4.034728121781000709e+00
5.003504228465761798e+02 1.839215346915083060e+01 4.357703915174158560e+00
5.003270186744891816e+02 1.959336562643272828e+01 4.475023060775678019e+00
4.999203854550265760e+02 1.893729410307222949e+01 4.320602511539934909e+00
5.002102690797404421e+02 1.904255920856772377e+01 4.409740146680303674e+00
4.997788932640409030e+02 2.044938868520518582e+01 3.786041102199583452e+00
5.000298774896335203e+02 1.970792194803590291e+01 4.163628711754396861e+00
4.998897251427201240e+02 2.136319191823550767e+01 4.006706534102125516e+00
4.999802238165901258e+02 1.830762151849105734e+01 4.314099289376107649e+00
4.996858209772326518e+02 1.878384652823955392e+01 4.563699493436936372e+00
4.999208720269801347e+02 1.999397645872363682e+01 4.186095189331430433e+00
4.997664721449534113e+02 2.024474650589165847e+01 4.209217991433622963e+00
4.998859320488608660e+02 2.037578391137282452e+01 4.197000797821972107e+00
5.000139047721396537e+02 1.994099624166413776e+01 4.334441443694779572e+00
5.000361640476895673e+02 1.910560162974440601e+01 4.412303447411901836e+00
5.003504228465761798e+02 1.839215346915083060e+01 4.357703915174158560e+00
4.998393124148396964e+02 2.207987259310869632e+01 3.912694346577294535e+00
4.997975697279590008e+02 2.064709238958867843e+01 4.172188740460716971e+00
5.003332180552140471e+02 2.067555325738128502e+01 3.887187366863829485e+00
4.998713648976001878e+02 1.977806532030759001e+01 4.310357021843523206e+00
4.996684803960434351e+02 1.917006287162507761e+01 4.173948780930460067e+00
5.001019624743699978e+02 1.823997033494629605e+01 4.150135465580773619e+00
4.998492805616758119e+02 1.826306356129806474e+01 4.210083138246052847e+00
5.000415552410756845e+02 1.955245221142039114e+01 4.297057542368540872e+00
4.999869565674337082e+02 1.992532986150160568e+01 4.043927904856363220e+00
5.002869341763547482e+02 1.767957006493013594e+01 4.258160468485125527e+00
5.001058772049499908e+02 1.988005397555150111e+01 3.903832265769465959e+00
5.000042111468031294e+02 1.876929151930630368e+01 4.112312730792933024e+00
4.997968884525516842e+02 1.841311668275383084e+01 4.171755528227406806e+00
5.003625669561429845e+02 1.876370618453666594e+01 4.763238216702496253e+00
5.001728240905304119e+02 1.974519221404685609e+01 3.999742560761129440e+00
5.000968466474512866e+02 1.972932250581295577e+01 4.163350144935598074e+00
4.999729787706813795e+02 1.881201760384406185e+01 4.310662802017978912e+00
5.000203244747607982e+02 2.024442302973124796e+01 4.222693585396336324e+00
5.002869341763547482e+02 1.767957006493013594e+01 4.258160468485125527e+00
5.000937383481780216e+02 1.989795446199795848e+01 4.197359952560351992e+00
5.000998470457381018e+02 1.942934020680406348e+01 4.124718628596423464e+00
5.000789666718395665e+02 1.790101664962688943e+01 4.410495311515497896e+00
5.001269432602497318e+02 2.135542053477672653e+01 3.875812073848920569e+00
4.996100224080954035e+02 2.064227730830416618e+01 4.168520180825336041e+00
5.005914244971417588e+02 2.142103456052506161e+01 4.144183506201582823e+00
4.995022706874948426e+02 1.887255080656943562e+01 4.588017470352115268e+00
5.001058772049499908e+02 1.988005397555150111e+01 3.903832265769465959e+00
5.001796431251361241e+02 1.955634708416822320e+01 3.825961704477076619e+00
5.002413509168674750e+02 1.945455739947794527e+01 4.248980852730861457e+00
4.996854427983212759e+02 1.783947473494736968e+01 4.585945065211722849e+00
5.003634053757463107e+02 2.069788105825912439e+01 4.213608331949761698e+00
5.000058972913090543e+02 2.003162025267515389e+01 4.171608062772677705e+00
5.000796961832969032e+02 1.808274258910955012e+01 4.342540149441634689e+00
4.998324417594604370e+02 2.080698917323119446e+01 3.989400620929200336e+00
5.002762531762086837e+02 2.000426686846081026e+01 4.183229798848155490e+00
5.002579566874660486e+02 1.976919152070492913e+01 4.162750129848046932e+00
5.005034960699222211e+02 1.947369645370465818e+01 4.190513851835550696e+00
4.996646869121070722e+02 1.940810810483631244e+01 4.161341254115817456e+00
4.999427837565305595e+02 2.128349791014032633e+01 3.921847219710993482e+00
5.000377812814778622e+02 2.088252857615317382e+01 3.895916705046078565e+00
4.998704586730358415e+02 2.019053442095914619e+01 4.190494041415331772e+00
5.001718429798926309e+02 1.929726013567383802e+01 4.074779759146645475e+00
4.997751888551854336e+02 1.900772888294931562e+01 4.135320049896963113e+00
4.999322293090560834e+02 1.877205549130703233e+01 4.231863467816401325e+00
4.997148109396403584e+02 1.978192510835834739e+01 4.281403547203962212e+00
4.999992734830150312e+02 2.371438722595648940e+01 3.493730078709854858e+00
4.999101085233696722e+02 2.064235757224460954e+01 3.917305516185242364e+00
4.997892883039300500e+02 2.004046470631406862e+01 3.915225544620673404e+00
5.001140584991419473e+02 1.894311505190491474e+01 4.505267652559220792e+00
5.001140584991419473e+02 1.894311505190491474e+01 4.505267652559220792e+00
4.999265459410388530e+02 1.940308220566568309e+01 4.250372688193668758e+00
5.000610236886866460e+02 1.834734739036622386e+01 4.419333571187531895e+00
5.001192458660976286e+02 1.937424631052218160e+01 4.317341051364492976e+00
5.000256330448005428e+02 1.963556283243157097e+01 4.037097842482663346e+00
4.998200473525982375e+02 1.958332850705969008e+01 4.225985212021832638e+00
5.000712402786571147e+02 1.894576598338298012e+01 4.025422676209670314e+00
5.000239497315803874e+02 1.874475045733708711e+01 4.500518462722741475e+00
4.999308577485012393e+02 1.964321649187708374e+01 4.456752225638279441e+00
5.002931628061571701e+02 1.939828622171535244e+01 4.363632070635397042e+00
5.000620210789064686e+02 2.020653041796334293e+01 4.069407680733242216e+00
4.998760214929848757e+02 2.046829129558777538e+01 4.092560502599049244e+00
5.001019624743699978e+02 1.823997033494629605e+01 4.150135465580773619e+00
5.001828951389667282e+02 1.967733081598470690e+01 4.086347456366600461e+00
4.999026834241410597e+02 2.054119139409047889e+01 3.940884559427733969e+00
4.999151105250920182e+02 1.906373303113288031e+01 4.334216377670325748e+00
4.996159868641692015e+02 2.009149580210870312e+01 4.076868992833165173e+00
5.000040529725753800e+02 1.949563187247045093e+01 4.303581922651510183e+00
5.000203244747607982e+02 2.024442302973124796e+01 4.222693585396336324e+00
4.999998797557377657e+02 1.921576353214456745e+01 4.414075524717457455e+00
5.000850649743154577e+02 1.922731171743264156e+01 4.295348809023733061e+00
4.995923663886226223e+02 2.121332327920125493e+01 4.059049676077316704e+00
4.998839271006387435e+02 1.815745552320283451e+01 4.245572678834522939e+00
5.000317811621500255e+02 1.906235897223003661e+01 4.533849330929940358e+00
5.001402637688153163e+02 1.988098814749118048e+01 4.028404967148404126e+00
5.001742606075717958e+02 1.853052401554958806e+01 4.141614358210432556e+00
5.001388080798401461e+02 1.796736947629916514e+01 4.540158324061034811e+00
4.997759973864930316e+02 1.967750625142464216e+01 4.209341323809569602e+00
4.999962430974479162e+02 1.942023705333354044e+01 4.205017435544688098e+00
4.998505747972222366e+02 2.040428208357169382e+01 4.239969668052082419e+00
5.003443129665625975e+02 1.879390163414605652e+01 4.118844550680903716e+00
5.002298033295297728e+02 1.882441650532994615e+01 4.326615664135031736e+00
5.001180600887984156e+02 1.955216588636882236e+01 4.250896997829965329e+00
4.997228440512459997e+02 2.094143435193258540e+01 3.917418719299992969e+00
4.998034765604410836e+02 2.121512528396628738e+01 3.852584016861593241e+00
4.998476040638574887e+02 2.064821667165020358e+01 4.034728121781000709e+00
5.002816351986224390e+02 2.009556643603089654e+01 4.245586165857409000e+00
5.000210126489554909e+02 1.905482788524103910e+01 4.181220197178056708e+00
