weight logl location amplitude width
4.629949724741147741e-180 -4.763861994232545953e+02 6.588834933982975484e-01 5.363624409155812733e-01 6.037424095571043425e-01
4.824532662825059708e-180 -4.763425315600521799e+02 1.013398642863834187e-01 3.276620693686775887e-01 3.713394584240988783e-01
7.779464422123327865e-180 -4.758622579372299128e+02 8.588588166558249748e-01 4.580135920449724951e-01 4.864249500797801495e-01
9.320418979483958454e-180 -4.756790378501392524e+02 1.795309679734297115e-01 5.923136799620806192e-01 5.160266391278607312e-01
9.599344818783615658e-180 -4.756470505846051537e+02 8.604566977538681272e-01 1.750297478214369873e-01 9.057307860314686154e-01
1.142758953841569200e-179 -4.754702148661675665e+02 9.278715531208964196e-01 6.208009906956598600e-01 4.503190945220957309e-01
1.158546032243337390e-179 -4.754539945412626025e+02 9.168049355509032550e-01 2.772133453107491485e-01 7.385745114051073257e-01
1.176899516515004244e-179 -4.754357768876234331e+02 3.185716135984993924e-01 5.399229301237575829e-01 3.123480588566321936e-01
1.256883488539205732e-179 -4.753675251045044661e+02 9.112848607262469258e-01 5.409728613977698997e-01 4.508116802788636468e-01
1.256370688848840297e-179 -4.753654331807762787e+02 1.680581124694126016e-01 5.133764638788079759e-01 9.121694544886339573e-01
1.450624304278701974e-179 -4.752191663212670960e+02 1.534234437500353598e-01 3.944412432527443224e-01 7.477632904927968838e-01
1.512986074943082025e-179 -4.751745751085553024e+02 9.372783175079170137e-01 2.410359629086252786e-01 8.886714707467653351e-01
1.581746932979235639e-179 -4.751276304496742569e+02 5.308560465992284705e-01 3.709852277252718711e-01 5.400795308114216819e-01
1.598256748996709485e-179 -4.751147468363151347e+02 8.691720760475030172e-02 3.299119785041448871e-01 6.257622193885097328e-01
1.684340500234822800e-179 -4.750597862470423820e+02 8.156624868396409322e-01 4.253153734190715518e-01 2.395955354415212346e-01
1.778617860115798776e-179 -4.750028237601086403e+02 3.989977136534219593e-01 6.363976009235928766e-01 5.608211239980812612e-01
1.894274562144748552e-179 -4.749373243912813223e+02 6.726215062456852856e-01 8.403912937452199250e-01 1.073579578065532170e-01
1.916639718315446898e-179 -4.749230868336795197e+02 3.185594547702208512e-02 3.417873805092251915e-01 6.026642639261675649e-01
1.915478042583009902e-179 -4.749211931176407688e+02 7.694443092332692302e-02 4.921036211664845395e-01 2.998186393158228658e-01
1.946140587741716164e-179 -4.749028121140866006e+02 8.585841618302303413e-02 9.834802001400910765e-02 8.635214717281392005e-01
1.944221177867815730e-179 -4.749012988655227332e+02 7.424941898820502928e-01 2.568123014475630628e-01 9.141372501939604156e-01
2.020512288322766509e-179 -4.748603092523719056e+02 6.223055357747664385e-02 1.286030635918291587e-01 9.039964075802812138e-01
2.097555719867993911e-179 -4.748203876158107732e+02 9.527974294470309413e-01 4.921784530641533095e-01 5.355118537620727759e-01
2.218837351877326228e-179 -4.747616769963856882e+02 8.902430289187824863e-01 2.426724029143364492e-01 6.761616693769818554e-01
2.253089952864533857e-179 -4.747438577532429349e+02 1.153103124296092075e-01 8.516980982461097582e-02 8.036502500680376970e-01
2.285558047365738560e-179 -4.747270501231417938e+02 6.409560433617190744e-01 6.459443385260014159e-01 3.526930105898147261e-01
2.386668246483555381e-179 -4.746812619854738386e+02 7.832379243607850983e-01 3.044868894621284294e-01 7.464909540924070663e-01
2.416067118039903527e-179 -4.746665192793801680e+02 6.991789150803804365e-01 2.348894056215918846e-01 8.678645320284399389e-01
2.453067073001927418e-179 -4.746488212315560418e+02 9.441095531276155750e-02 1.179352910123308007e-01 7.450327713027982135e-01
2.489052576818869616e-179 -4.746317581928784648e+02 3.066548887767328591e-01 2.975598387264262179e-01 7.070346187787578396e-01
2.483619744995758316e-179 -4.746314432690842295e+02 8.108844976575089181e-01 3.879083432170272738e-01 5.506807250647948182e-01
2.554108001140741743e-179 -4.746009572959403613e+02 3.365363826582457030e-02 2.922507553453315143e-01 3.986274278004985350e-01
2.607518374002665917e-179 -4.745777613852471859e+02 9.334096791680844829e-01 5.942750611845177833e-01 1.998705888995285784e-01
2.630280819788913000e-179 -4.745665697236378264e+02 3.724432933738954787e-01 8.616659523859432346e-01 3.533639298248570926e-01
2.635470803922628111e-179 -4.745620985004638896e+02 4.210635835051310671e-01 3.875436204522110240e-01 5.657644670795318742e-01
2.869890543740835323e-179 -4.744743864487376186e+02 9.232660958697506137e-01 4.096766555644301144e-01 3.068582179708082558e-01
2.889124498918158109e-179 -4.744652068250350112e+02 5.932525016103078475e-01 3.024973330542649608e-01 7.432114858787192135e-01
2.942122497718663625e-179 -4.744445290808342293e+02 6.140189003681162383e-01 2.852264695279830287e-01 5.643938586392019952e-01
