logz logzerr logvol nlive logl logwt insert_order
-1.261921367926459880e+03 1.271324482984754312e+00 -1.425000000000000711e-01 4.000000000000000000e+02 -1.249990710323818575e+03 -1.256125924610509855e+03 1.239999999999999991e+00
-1.256122887844320530e+03 3.282555611094650327e+00 -1.450000000000000733e-01 4.000000000000000000e+02 -1.246562773601645858e+03 -1.252700487888337193e+03 8.000000000000000167e-02
-1.252668375048807775e+03 4.362309404471575114e+00 -1.475000000000000755e-01 4.000000000000000000e+02 -1.246327662700176461e+03 -1.252467876986867850e+03 5.799999999999999600e-01
-1.251869962297339271e+03 1.857889597076516131e+00 -1.500000000000000777e-01 4.000000000000000000e+02 -1.246303238796967662e+03 -1.252445953083658878e+03 9.500000000000000111e-02
-1.251423900740386671e+03 1.703763148087527490e+00 -1.525000000000000799e-01 4.000000000000000000e+02 -1.240168107517270528e+03 -1.246313321803961799e+03 1.370000000000000107e+00
-1.246307307337752718e+03 2.315465922503892049e+00 -1.550000000000000822e-01 4.000000000000000000e+02 -1.239386359143018808e+03 -1.245534073429710133e+03 7.349999999999999867e-01
-1.245154597708788287e+03 2.204252039216666237e+00 -1.575000000000000844e-01 4.000000000000000000e+02 -1.230508232792997433e+03 -1.236658447079688813e+03 8.750000000000000000e-01
-1.236658242847441898e+03 4.320875613314711039e+00 -1.600000000000000866e-01 4.000000000000000000e+02 -1.226648667626241377e+03 -1.232801381912932584e+03 3.950000000000000178e-01
-1.232780467906132571e+03 5.341772113911999575e+00 -1.625000000000000888e-01 4.000000000000000000e+02 -1.224612627508658079e+03 -1.230767841795349341e+03 1.054999999999999938e+00
-1.230642410511420621e+03 4.531979913485121081e+00 -1.650000000000000910e-01 4.000000000000000000e+02 -1.219810706806374128e+03 -1.225968421093065444e+03 1.774999999999999911e+00
-1.225959129440374454e+03 5.856553399350605815e+00 -1.675000000000000933e-01 4.000000000000000000e+02 -1.213067039333534922e+03 -1.219227253620226293e+03 8.500000000000000611e-02
-1.219226062036115309e+03 7.912618810403618141e+00 -1.700000000000000955e-01 4.000000000000000000e+02 -1.194646400874197752e+03 -1.200809115160889178e+03 1.145000000000000018e+00
-1.200809115150851767e+03 9.094732335445087301e+00 -1.725000000000000977e-01 4.000000000000000000e+02 -1.188409567099655305e+03 -1.194574781386346558e+03 1.989999999999999991e+00
-1.194572822371246502e+03 9.422806480964828424e+00 -1.750000000000000999e-01 4.000000000000000000e+02 -1.179974683299674780e+03 -1.186142397586366087e+03 9.500000000000000111e-02
-1.186142179481339781e+03 9.929312104629934410e+00 -1.775000000000001021e-01 4.000000000000000000e+02 -1.168343205491562230e+03 -1.174513419778253592e+03 6.149999999999999911e-01
-1.174513410872064924e+03 7.028053696285686769e+00 -1.800000000000001044e-01 4.000000000000000000e+02 -1.154619199297426576e+03 -1.160791913584117992e+03 9.849999999999999867e-01
-1.160791912485544344e+03 9.430098633996378155e+00 -1.825000000000001066e-01 4.000000000000000000e+02 -1.152919134191065950e+03 -1.159094348477757194e+03 1.504999999999999893e+00
-1.158926185784459449e+03 6.665768537117515713e+00 -1.850000000000001088e-01 4.000000000000000000e+02 -1.151019738374668577e+03 -1.157197452661359875e+03 7.800000000000000266e-01
-1.157034051343931651e+03 9.333403874948310586e-01 -1.875000000000001110e-01 4.000000000000000000e+02 -1.150042723977197511e+03 -1.156222938263888864e+03 5.300000000000000266e-01
-1.155855269745994747e+03 1.040656626039058175e+00 -1.900000000000001132e-01 4.000000000000000000e+02 -1.143237511111358799e+03 -1.149420225398050206e+03 5.000000000000000278e-02
-1.149418622346073107e+03 3.164893645514453180e+00 -1.925000000000001155e-01 4.000000000000000000e+02 -1.140403430639308681e+03 -1.146588644925999915e+03 1.530000000000000027e+00
-1.146531306463634337e+03 3.863026484807654093e+00 -1.950000000000001177e-01 4.000000000000000000e+02 -1.140322047029299938e+03 -1.146509761315991227e+03 5.949999999999999734e-01
-1.145827328686201781e+03 6.429528069108172428e-01 -1.975000000000001199e-01 4.000000000000000000e+02 -1.137120366769291877e+03 -1.143310581055983221e+03 1.199999999999999956e-01
-1.143232951981408860e+03 1.124356197534693402e+00 -2.000000000000001221e-01 4.000000000000000000e+02 -1.133856076350084550e+03 -1.140048790636775948e+03 1.979999999999999982e+00
-1.140008212227973445e+03 2.032428465830122377e+00 -2.025000000000001243e-01 4.000000000000000000e+02 -1.132661927787878994e+03 -1.138857142074570220e+03 2.800000000000000266e-01
-1.138582318747023464e+03 1.748922943796585638e+00 -2.050000000000001266e-01 4.000000000000000000e+02 -1.130468628517684920e+03 -1.136666342804376200e+03 1.749999999999999889e-01
-1.136529020264879364e+03 2.092851868479241872e+00 -2.075000000000001288e-01 4.000000000000000000e+02 -1.110118062892189755e+03 -1.116318277178881090e+03 1.959999999999999964e+00
-1.116318277177211485e+03 1.149185207922325525e+01 -2.100000000000001310e-01 4.000000000000000000e+02 -1.107744735754552266e+03 -1.113947450041243656e+03 8.599999999999999867e-01
-1.113858154790385925e+03 7.985972865504626483e+00 -2.125000000000001332e-01 4.000000000000000000e+02 -1.104047515575351781e+03 -1.110252729862042997e+03 1.250000000000000000e+00
-1.110225916675507051e+03 9.062053487232242688e+00 -2.150000000000001354e-01 4.000000000000000000e+02 -1.099868999831802967e+03 -1.106076714118494237e+03 1.040000000000000036e+00
-1.106061060288782983e+03 2.380903204625676395e+00 -2.175000000000001377e-01 4.000000000000000000e+02 -1.095422041889251204e+03 -1.101632256175942530e+03 2.000000000000000000e+00
-1.101620398016072613e+03 3.798770864317175366e+00 -2.200000000000001399e-01 4.000000000000000000e+02 -1.092746157455027969e+03 -1.098958871741719349e+03 2.049999999999999878e-01
-1.098891361194867159e+03 5.186830117899062564e+00 -2.225000000000001421e-01 4.000000000000000000e+02 -1.092653395381860946e+03 -1.098868609668552153e+03 1.550000000000000044e+00
-1.098186773548551400e+03 3.002840162902921772e+00 -2.250000000000001443e-01 4.000000000000000000e+02 -1.091526928194377888e+03 -1.097744642481069150e+03 4.400000000000000022e-01
-1.097248322316193253e+03 2.891938777577214292e+00 -2.275000000000001465e-01 4.000000000000000000e+02 -1.088168984590216724e+03 -1.094389198876908040e+03 1.600000000000000089e+00
-1.094333462435206911e+03 2.442495751806758708e+00 -2.300000000000001488e-01 4.000000000000000000e+02 -1.087370067121993543e+03 -1.093592781408684914e+03 1.290000000000000036e+00
-1.093202911205508826e+03 2.652945350457389662e+00 -2.325000000000001510e-01 4.000000000000000000e+02 -1.087164536720653814e+03 -1.093389751007345239e+03 1.350000000000000089e-01
-1.092598826619305783e+03 1.775408592521991569e+00 -2.350000000000001532e-01 4.000000000000000000e+02 -1.086935786287156816e+03 -1.093163500573848069e+03 1.899999999999999911e+00
-1.092148677869984340e+03 1.439221891302656431e+00 -2.375000000000001554e-01 4.000000000000000000e+02 -1.083375542660329529e+03 -1.089605756947020836e+03 2.099999999999999922e-01
-1.089530059321045655e+03 1.338849002841641100e+00 -2.400000000000001577e-01 4.000000000000000000e+02 -1.081375546855290622e+03 -1.087608261141981984e+03 1.449999999999999956e+00
-1.087471683766316346e+03 1.291598812294856735e+00 -2.425000000000001599e-01 4.000000000000000000e+02 -1.079344356607609370e+03 -1.085579570894300787e+03 1.945000000000000062e+00
-1.085439154426685946e+03 1.732729844426867505e+00 -2.450000000000001621e-01 4.000000000000000000e+02 -1.078029284340115282e+03 -1.084266998626806526e+03 1.499999999999999944e-02
-1.083997201613059133e+03 2.015117824279186731e+00 -2.475000000000001643e-01 4.000000000000000000e+02 -1.073589634334978427e+03 -1.079829848621669726e+03 3.150000000000000022e-01
-1.079814474199543838e+03 2.529788432521101083e+00 -2.500000000000001665e-01 4.000000000000000000e+02 -1.070039527566675588e+03 -1.076282241853366941e+03 1.899999999999999911e+00
-1.076253421605231551e+03 3.087805060338124630e+00 -2.525000000000001688e-01 4.000000000000000000e+02 -1.062761107280923625e+03 -1.069006321567615032e+03 3.900000000000000133e-01
-1.069005609584278318e+03 5.136935100554225642e+00 -2.550000000000001710e-01 4.000000000000000000e+02 -1.061175409570651709e+03 -1.067423123857342944e+03 1.250000000000000000e+00
-1.067236259521137526e+03 5.661630832178087047e+00 -2.575000000000001732e-01 4.000000000000000000e+02 -1.057092343393524743e+03 -1.063342557680216032e+03 1.100000000000000006e-01
-1.063322392569081558e+03 5.765835049001190704e+00 -2.600000000000001754e-01 4.000000000000000000e+02 -1.051507577333076142e+03 -1.057760291619767486e+03 9.200000000000000400e-01
-1.057756458277619004e+03 7.490872190948177689e+00 -2.625000000000001776e-01 4.000000000000000000e+02 -1.050858759250408184e+03 -1.057113973537099582e+03 1.800000000000000044e+00
-1.056691334177308363e+03 2.213756220204972980e+00 -2.650000000000001799e-01 4.000000000000000000e+02 -1.047579606935440324e+03 -1.053837321222131550e+03 1.969999999999999973e+00
