weight logl amplitude offset frequency phase
0.000000000000000000e+00 -2.543562879000330213e+03 9.505416923466688539e-01 2.256011113259404066e-02 4.682691669377790911e-01 6.137328395658108171e-01
0.000000000000000000e+00 -2.183367360980163994e+03 9.413967042882630532e-01 3.153934617166568311e-01 9.360310267671344553e-01 1.527309444894026091e-01
0.000000000000000000e+00 -2.067094970661572461e+03 9.706137350101619043e-01 2.290254791224899389e-01 9.580299173776711807e-01 1.208771111551137922e-01
0.000000000000000000e+00 -1.928976224308132942e+03 9.090630807453685680e-01 4.429383670557340835e-03 1.666414050547706527e-01 4.569725844127897618e-01
0.000000000000000000e+00 -1.857708025762537545e+03 9.175889780605723800e-01 8.472609149802022843e-01 4.185858728607612100e-01 8.135770121812065936e-01
0.000000000000000000e+00 -1.857440641736410498e+03 9.102673874451564506e-01 4.472414327709060000e-01 4.252965163961517359e-01 8.988761149073128953e-01
0.000000000000000000e+00 -1.854623222400756504e+03 8.679030539861788407e-01 3.675318965147997829e-01 9.027931594476458210e-01 8.195183820653073603e-01
0.000000000000000000e+00 -1.828875214666602915e+03 8.536482729335296282e-01 1.805612202858981608e-01 8.663881062882006212e-01 3.748762297237879793e-01
0.000000000000000000e+00 -1.798509546177478569e+03 9.563636173864349388e-01 9.912370331572892823e-01 3.087170611139544718e-02 6.740413205587447720e-01
0.000000000000000000e+00 -1.740797648446106223e+03 9.240922942450078281e-01 5.549204067773301219e-01 4.885502299886229638e-01 5.449933619279855312e-01
0.000000000000000000e+00 -1.693155931734361957e+03 9.461974759627604925e-01 4.472483992738141012e-03 1.412514412559789934e-01 3.655081158592682344e-01
0.000000000000000000e+00 -1.626857198416096708e+03 7.690026881362262978e-01 2.750884500458929960e-01 8.852809050821002224e-01 3.200133499654029823e-01
0.000000000000000000e+00 -1.624658168517864169e+03 7.707825039347706575e-01 1.345603486599451504e-01 4.131092179963501421e-01 9.806195831850688105e-01
0.000000000000000000e+00 -1.613631993778808464e+03 8.518590012701234837e-01 6.387554689450474221e-01 5.160786566115781460e-01 6.164636032305743640e-01
0.000000000000000000e+00 -1.610577980541152556e+03 8.497967241282405881e-01 1.084743798972642725e-01 8.090356405177540067e-01 7.239971696163053361e-01
0.000000000000000000e+00 -1.610266418467414042e+03 8.579123548553094780e-01 2.617255452736166887e-03 6.461960283696788210e-02 5.651200879101603292e-02
0.000000000000000000e+00 -1.581646034085701103e+03 8.346571064643247828e-01 2.326406642744206499e-01 2.788168678998347305e-01 6.986306973755608274e-01
0.000000000000000000e+00 -1.570868227100528429e+03 8.370735075206322540e-01 1.265834771491233246e-01 8.034868555057754769e-01 8.302482874292482773e-01
0.000000000000000000e+00 -1.570446946157579077e+03 8.737022854994419552e-01 6.258926289212316529e-01 4.983114150519090124e-01 5.195611909286915742e-01
0.000000000000000000e+00 -1.565039957725249906e+03 8.026038236092606359e-01 9.857989568798808389e-02 8.565286693851793531e-01 8.152150309436201336e-01
0.000000000000000000e+00 -1.551731051635447102e+03 8.938121720045297813e-01 3.624621487411840981e-01 2.839022005634522783e-01 7.438632788876143875e-01
0.000000000000000000e+00 -1.551514849606258849e+03 9.445437355235042354e-01 9.910209356395962566e-01 1.109026702706542578e-01 3.326308134119163595e-01
0.000000000000000000e+00 -1.536177958651238896e+03 6.765858709848462382e-01 6.065385586633276205e-04 9.123291060733771385e-01 6.593383201253802950e-01
0.000000000000000000e+00 -1.530945852212023055e+03 9.214279770795912317e-01 9.374026956305681058e-01 1.738652401140036163e-01 8.226326581695124762e-01
0.000000000000000000e+00 -1.527583952801172927e+03 9.532923136392108532e-01 6.413644815541341693e-01 9.351144002921681908e-01 7.797774530441096141e-01
0.000000000000000000e+00 -1.521725995948184845e+03 9.503589650073430706e-01 7.719853598340329359e-01 1.495243537330669392e-01 1.189105954318923075e-01
0.000000000000000000e+00 -1.520261142499309926e+03 9.398036359037278409e-01 9.009562723206850920e-01 8.179660610723704650e-01 2.157286616962166281e-01
0.000000000000000000e+00 -1.509302371805201801e+03 8.505568695706779980e-01 3.172546511994756013e-01 5.398770035292791425e-01 3.733965159069240203e-01
0.000000000000000000e+00 -1.508478349207678093e+03 8.731008608687338413e-01 1.168494920347123989e-01 6.482273193613552476e-01 6.093878766106185507e-01
0.000000000000000000e+00 -1.480044702506482281e+03 9.324059419970632812e-01 3.131458451994328929e-02 3.273255876713687673e-01 1.699282993950008702e-01
0.000000000000000000e+00 -1.469981968705505551e+03 9.772809198285208332e-01 6.087866773046546331e-02 1.135013759308366454e-01 1.375710175293529680e-01
0.000000000000000000e+00 -1.467490889824259966e+03 9.661847717908251809e-01 7.242445851012858649e-01 4.097597397573717881e-01 1.002053417752262199e-01
0.000000000000000000e+00 -1.450336812067190522e+03 8.036989558891175500e-01 9.313848298695229788e-01 2.082778645017424601e-02 7.134421762082632235e-02
0.000000000000000000e+00 -1.413629649726748994e+03 7.455490720424832185e-01 3.704015548499842714e-01 5.313606798963368405e-01 5.373002392701219376e-01
0.000000000000000000e+00 -1.403147444641052743e+03 8.952545419938681137e-01 1.299937132865575107e-01 6.409175891048146667e-02 8.077315299557707995e-01
0.000000000000000000e+00 -1.396428381386371257e+03 9.052540660202617051e-01 7.877622263291387261e-01 1.604007494386203714e-01 1.326929208457281462e-01
