"amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","offset_mean","offset_stdev","offset_median","offset_errlo","offset_errup","frequency_mean","frequency_stdev","frequency_median","frequency_errlo","frequency_errup","phase_mean","phase_stdev","phase_median","phase_errlo","phase_errup"
1.813225570267385400e+00,8.833793242597690054e-02,1.812877571168697299e+00,1.726332403219775991e+00,1.902297239973158804e+00,1.303949243969975968e-01,6.391151113798838879e-02,1.292804668796239120e-01,6.739484543499152380e-02,1.937405856680008143e-01,3.209578082925500730e+00,2.597642803126554503e-02,3.209322368004976056e+00,3.184210281300554612e+00,3.235595064254177977e+00,8.961370855160467608e-01,9.252975275041860903e-02,8.951343112156294746e-01,8.039799909395690669e-01,9.891990113556570208e-01
