"amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","offset_mean","offset_stdev","offset_median","offset_errlo","offset_errup","frequency_mean","frequency_stdev","frequency_median","frequency_errlo","frequency_errup","phase_mean","phase_stdev","phase_median","phase_errlo","phase_errup"
1.736074569973351300e+00,1.197002934458621659e-01,1.735278816761871568e+00,1.613555016605199732e+00,1.857604009401419898e+00,2.270135899172451011e-01,8.026836959992214582e-02,2.261747403121074917e-01,1.464683200791290218e-01,3.075681847380273837e-01,4.510300898275255044e+00,1.320221567675542662e+00,5.739621150611079692e+00,3.166670876648771671e+00,5.835027895310973989e+00,1.574788883573927212e+00,5.040637279938711135e-01,1.722238661629293288e+00,1.018977512327717383e+00,2.123064873344622239e+00
