amplitude offset frequency phase
1.742681486453383721e+00 1.941618415801498188e-01 3.196197248887382880e+00 1.032741734879788487e+00
1.795982120964271234e+00 2.157430490734562056e-01 3.186783017695508757e+00 1.044230913216557699e+00
1.749282758301621943e+00 2.019769431922746605e-01 3.201439657315682918e+00 1.009961786564317565e+00
1.768495224292093715e+00 2.199602977030994388e-01 3.197987674420777360e+00 1.011092210575493366e+00
1.732574721547713192e+00 2.032171366420549852e-01 3.186392944954226536e+00 1.053637104873821118e+00
1.774024173831725282e+00 1.954821784418387942e-01 3.199564400968442524e+00 1.009385818802528645e+00
1.778020304218372871e+00 2.134075067526803871e-01 3.189764947804356598e+00 1.012801313647631929e+00
1.790184525186801157e+00 1.870974055086893628e-01 3.179930500253358439e+00 1.060349090948581985e+00
1.735241825859854536e+00 2.266976402310523220e-01 3.202412084363554623e+00 1.018903492747421646e+00
1.797008098697314926e+00 2.151182821829635827e-01 3.190683082771294643e+00 1.051918647554768826e+00
1.770280437137656815e+00 2.196995308522002865e-01 3.179651933638818040e+00 1.048154553029981617e+00
1.758650893262913684e+00 1.878455104515612817e-01 3.188336476123339480e+00 1.044150588194109108e+00
1.770001445716679278e+00 1.851105347715322758e-01 3.191945107673239246e+00 1.046617351377170824e+00
1.779049368358503358e+00 1.753241893899928350e-01 3.207048806486797687e+00 9.816207447910640926e-01
1.781622488765159940e+00 1.954550622631447965e-01 3.180951975290556177e+00 1.061526483490005335e+00
1.765739211901991013e+00 2.089774025366724075e-01 3.197742622371257504e+00 1.022152462583864052e+00
1.770526838309555151e+00 1.858308744763270681e-01 3.199789804858996334e+00 1.009818191967105205e+00
1.747455456596433754e+00 1.928396790652016080e-01 3.202712108225271415e+00 9.901608790480815880e-01
1.707105438948641307e+00 2.093445065990859888e-01 3.200942091892918562e+00 9.991659274692217263e-01
1.786137037410546746e+00 1.841523978122028282e-01 3.194396731093195552e+00 1.016570550652127425e+00
1.751494857634685820e+00 1.635216612700296501e-01 3.195826408545671793e+00 1.026605911467311172e+00
1.761145762475193166e+00 1.885358942168600116e-01 3.187081095384375562e+00 1.037532843864969800e+00
1.802833928089343285e+00 1.870094839654861119e-01 3.210403562287460488e+00 9.672752063450018589e-01
1.797139952825803855e+00 1.835681862286797639e-01 3.196424612967536216e+00 1.022067112543215028e+00
1.780750787172570959e+00 2.040568975915526551e-01 3.197081324006385117e+00 1.010476316108936734e+00
1.760173509143993620e+00 2.240082863023626913e-01 3.194013196067695848e+00 1.009826281237532042e+00
1.756528575088011968e+00 1.937132446241141004e-01 3.194537895115474591e+00 1.037407120413295303e+00
1.744233410737360934e+00 1.948721648498126235e-01 3.194623453642571498e+00 1.020979511642638338e+00
1.764570487461269988e+00 2.157489858464605170e-01 3.184863945516148931e+00 1.033145299399980566e+00
1.748672559478773980e+00 1.901789810693639282e-01 3.193244712379688099e+00 1.023167885045342951e+00
1.740506618724356080e+00 2.054753654069951807e-01 3.196308342485352672e+00 1.008010937651036443e+00
1.767816725951952161e+00 1.793836349630364424e-01 3.213283626686739503e+00 9.542188716275088467e-01
1.740963393443183627e+00 2.180747982827995202e-01 3.195868931236128585e+00 9.991253377985127582e-01
1.750075027130325367e+00 2.073970972631422605e-01 3.179130971224995328e+00 1.054698772180372446e+00
1.756764626431886134e+00 1.979909107689366010e-01 3.179280919697215158e+00 1.074393135126611831e+00
1.743603174629524633e+00 2.132462939151684722e-01 3.186748801509650786e+00 1.045354266960162981e+00
1.761765094509573970e+00 1.986372953058932467e-01 3.203366891571441499e+00 9.879746962741635663e-01
1.811677066874671116e+00 1.850604948060521338e-01 3.207797801584061581e+00 9.823566030714655506e-01
1.761549245201999847e+00 2.115108865237980140e-01 3.192911452177725984e+00 1.011349779563898377e+00
1.804611493880662554e+00 2.199199891719434419e-01 3.195721211862161848e+00 1.018673610952279152e+00
1.798254280873867961e+00 2.273102182898716350e-01 3.187480185700307445e+00 1.057346879000305995e+00
1.777648851697570809e+00 2.154942351637627596e-01 3.188130128962980869e+00 1.032208194303178894e+00
1.777647013554417121e+00 1.831844229208798858e-01 3.198648925680189770e+00 1.033521272592819784e+00
1.802443033717007204e+00 2.062077911665336494e-01 3.187486884078214455e+00 1.068093677884986770e+00
1.813902336757052591e+00 2.075439304964490361e-01 3.189685543848419957e+00 1.032157726790604801e+00
1.782849300244290225e+00 2.120463228541140666e-01 3.194418042384832290e+00 1.010974513364011562e+00
1.771589577084313749e+00 1.624098946830296875e-01 3.189417688245955951e+00 1.027009912201098496e+00
1.776525385513126221e+00 2.181754163036777605e-01 3.198547301515202168e+00 1.010973284419028229e+00
1.768011881887392445e+00 2.141453338947814089e-01 3.188469997133389633e+00 1.056542622331441583e+00
1.774913157677110442e+00 1.983686763982848156e-01 3.189519790833053481e+00 1.046793621380516681e+00
1.759281247669810311e+00 1.890433699280187341e-01 3.191152963163071288e+00 1.025360207457534090e+00
1.784173671675002293e+00 2.156759449080203339e-01 3.192509893928750397e+00 1.027441546541266293e+00
1.792026871759848872e+00 2.130610120680858088e-01 3.214514196050713313e+00 9.552201420590236136e-01
1.758267763637743286e+00 1.891365994884006696e-01 3.192932249469683459e+00 1.029346389690520835e+00
1.788646515844466656e+00 2.166073467108877715e-01 3.193743788994476418e+00 1.032656280481964561e+00
1.775859286428871142e+00 2.036883728431502227e-01 3.200536759040998991e+00 1.009896605667840674e+00
1.795982120964271234e+00 2.157430490734562056e-01 3.186783017695508757e+00 1.044230913216557699e+00
1.741942250889682020e+00 1.990098530976238678e-01 3.187191182152248281e+00 1.059820155150768217e+00
1.750068277892248059e+00 2.254061908765376820e-01 3.182377176394880713e+00 1.058201968480954047e+00
1.784242018567179455e+00 2.215307842083684697e-01 3.190509510753114064e+00 1.035367786901629783e+00
1.784247541722102426e+00 1.807479544707160102e-01 3.194505367730955836e+00 1.029149890400964384e+00
1.795273755168088403e+00 1.846521099812412636e-01 3.200922668647354641e+00 9.889921709778862757e-01
1.746487805359023149e+00 2.374760392231483053e-01 3.194210957039543608e+00 1.033720531473676818e+00
1.773146120303720874e+00 2.041566404738723861e-01 3.188162704997710595e+00 1.035877109185767919e+00
1.748188853607537840e+00 1.886858952182470794e-01 3.190009852110358146e+00 1.035785122472913766e+00
1.826567662635504519e+00 2.098566995023620763e-01 3.205587965619874247e+00 9.936998933806701073e-01
1.770429952607879498e+00 2.237260539326877407e-01 3.190460221084045589e+00 1.041712859903979327e+00
1.752943743039397928e+00 1.981734871589559965e-01 3.194219789506419271e+00 1.013373393700857106e+00
1.825821390270623512e+00 1.873947410007459347e-01 3.188170167257134313e+00 1.051231304945821732e+00
1.782881531479166837e+00 1.993925789648782754e-01 3.177343657353159045e+00 1.099297080442921182e+00
1.736244473858574500e+00 2.295832580507983778e-01 3.190525409188677219e+00 1.041201382946246312e+00
1.777033980993913076e+00 1.894823248773400692e-01 3.203364037943050580e+00 9.960936327440007565e-01
1.771171711658752645e+00 1.881334701588763814e-01 3.181901909401045891e+00 1.071668712081988994e+00
1.778846100470618197e+00 1.953416108574623777e-01 3.188658004914183941e+00 1.018279730517084092e+00
1.728226114523846668e+00 1.966519316893879932e-01 3.196461290614696082e+00 1.034167630482584865e+00
1.784763476086108636e+00 2.135050368122533015e-01 3.191531265305977083e+00 1.044633872385072770e+00
1.786075513915188262e+00 2.098056374750942865e-01 3.193922337762068686e+00 1.018122340274842719e+00
1.773465504836339024e+00 2.237895382772547848e-01 3.188711876329540562e+00 1.031994618825131216e+00
1.755158260176588270e+00 2.123861386886090052e-01 3.194225382786364698e+00 1.013440345416589894e+00
1.820821690203413556e+00 2.289199773189478648e-01 3.196904375942879906e+00 1.015489443829910465e+00
1.799791769704111477e+00 2.043688133244758731e-01 3.201325260679677598e+00 1.036003330154060320e+00
1.737274440186670876e+00 2.090157244523536129e-01 3.177282256849640607e+00 1.077280917630824453e+00
1.795324506855023650e+00 2.086349771224682570e-01 3.196742445841456171e+00 1.023290332316248108e+00
1.754290201551745199e+00 1.923274151542742061e-01 3.199175329527971456e+00 1.016494997586744331e+00
1.796945564976617060e+00 2.177273906051295782e-01 3.204545651963666586e+00 9.817047900397909421e-01
1.770020327959315853e+00 1.993899070813425212e-01 3.195171918181545223e+00 1.029794406552422270e+00
1.771789802715797224e+00 2.449367468974155138e-01 3.173822885286207374e+00 1.086031799563871747e+00
1.750075027130325367e+00 2.073970972631422605e-01 3.179130971224995328e+00 1.054698772180372446e+00
1.743498386962667457e+00 1.815678095003416814e-01 3.184499191398671769e+00 1.039317381566449594e+00
1.745022675395659917e+00 2.006320807783250615e-01 3.208100834238135413e+00 9.883131295397540317e-01
1.772424557071637929e+00 2.081059827709386134e-01 3.191789361381772938e+00 1.028474533330566043e+00
1.785608870224591804e+00 2.298037766579210661e-01 3.198223172904333111e+00 1.011273587382720107e+00
1.777845591004811876e+00 2.151512548432270577e-01 3.200687797921012212e+00 1.006921053629667551e+00
1.784294774846149512e+00 2.011702449711298968e-01 3.193012600125286760e+00 1.034563347191962634e+00
1.774085345254126089e+00 2.200318186478344984e-01 3.182857453474737586e+00 1.051381912854459255e+00
1.779597994588694387e+00 1.986325718620922665e-01 3.200335357599413566e+00 9.993900573354621564e-01
1.764872199776422956e+00 1.971204726678941199e-01 3.204459876898969828e+00 9.920182399999398770e-01
1.751883329470707240e+00 1.894427434347578654e-01 3.190884776326229133e+00 1.029074092284907982e+00
1.797545132331529238e+00 1.778967848544716901e-01 3.201284337003524882e+00 1.012250810498318332e+00
1.796471376248879093e+00 1.961535997934911180e-01 3.198336371901867370e+00 1.013325997247995547e+00
1.782921839108987383e+00 2.021175232102661035e-01 3.204360858866039941e+00 9.873016707315942497e-01
1.785612659020568982e+00 2.026226684993757132e-01 3.190828518147172499e+00 1.035969550555803753e+00
1.817628427442641081e+00 1.525788002876260485e-01 3.205550372707065332e+00 1.014988269057621961e+00
1.790561253636844485e+00 1.902071757439762756e-01 3.206554717495150086e+00 9.793772031046107385e-01
1.791931928217982417e+00 2.003486081453145218e-01 3.196073639384937159e+00 1.037981383850586248e+00
1.745291753493374509e+00 1.999010187546144124e-01 3.196218095219515387e+00 1.025313613934280665e+00
1.787031229034107493e+00 2.118843039180844379e-01 3.186057628956160404e+00 1.045873209335337561e+00
1.810260078426601638e+00 2.131315166861424970e-01 3.188206518655675392e+00 1.028775402770227165e+00
1.756568015390542969e+00 1.950208043629060306e-01 3.196028822220716048e+00 1.024455731289722227e+00
1.788317140697447183e+00 1.977417405018990770e-01 3.192824445753170259e+00 1.041840723549473546e+00
1.767506837854049273e+00 1.898157335722219230e-01 3.203867099872696578e+00 9.850914518045487123e-01
1.764840543096820369e+00 1.933851354900810726e-01 3.194065914928711170e+00 1.030677688492037669e+00
1.781275472709715535e+00 2.101101508532781104e-01 3.185025962841046443e+00 1.036619039424088617e+00
1.784146510807709696e+00 1.832392565139762119e-01 3.191147486931547483e+00 1.016703413283028379e+00
1.778992924098593331e+00 2.106184501936501086e-01 3.192292553447410253e+00 1.029747212720274696e+00
1.791622117287753557e+00 1.910234305426761203e-01 3.209199672004469317e+00 9.706565454858790964e-01
1.713382932463297426e+00 1.963001045847159176e-01 3.194340227846955038e+00 1.035660708875055791e+00
1.788063942293766750e+00 2.179829303640850036e-01 3.189797024281509685e+00 1.053816383418791469e+00
1.788667672525824148e+00 2.199386307753430359e-01 3.201820520004786008e+00 9.940758073814938145e-01
1.728558036146291776e+00 2.223242320196443522e-01 3.180630446377387788e+00 1.051027566191505391e+00
1.769140722381411512e+00 2.019077311447250445e-01 3.196439360681513797e+00 1.018129622947605339e+00
1.784263832374768821e+00 1.996277195636642077e-01 3.192457156677078078e+00 1.026805673936203700e+00
1.727745235878851648e+00 2.157429625535480788e-01 3.188372945883048981e+00 1.030086933190120346e+00
1.769874015227207442e+00 2.086280923886096872e-01 3.184864460578597178e+00 1.047086667729479226e+00
1.771665851700345851e+00 2.177225793455508374e-01 3.189402615266248020e+00 1.042264069618265898e+00
1.775018355060115072e+00 1.941889740426581135e-01 3.202324575149789077e+00 9.993946419879743415e-01
1.760584969758738794e+00 2.063376059649324468e-01 3.191474907800591509e+00 1.018177076598066888e+00
1.745201987528063325e+00 1.984282719808860840e-01 3.204481561414849633e+00 9.889474321404169155e-01
1.772913666079785067e+00 2.122411560172081657e-01 3.192695720783825131e+00 1.030539319334186077e+00
1.749036946971344042e+00 2.020026264210841305e-01 3.202460739879300355e+00 9.765231559016759322e-01
1.782319346824285500e+00 2.025580155160158213e-01 3.190044256473237638e+00 1.063876723172828997e+00
1.771394700630052110e+00 2.034385328696477480e-01 3.187403145638854518e+00 1.049873984118884884e+00
1.776757774203687967e+00 2.001084071801728648e-01 3.177002724293673364e+00 1.091584138882574440e+00
1.750374404213571600e+00 2.250345631363215304e-01 3.190845462423086865e+00 1.045664464361496293e+00
1.775027880019565130e+00 2.008955054022814046e-01 3.204548638203895461e+00 9.677451317072714998e-01
1.742553835704722109e+00 1.901604041698909953e-01 3.205696803903797854e+00 9.834328984895741588e-01
1.808570025464891984e+00 2.062731291209356499e-01 3.195619472803513439e+00 1.033927334310771995e+00
1.734140680558838854e+00 1.988537995361432387e-01 3.202600274269033154e+00 1.010556737385178483e+00
1.783846425128207791e+00 2.164571139564164248e-01 3.190912945532178746e+00 1.005974557192002017e+00
1.752690010775168616e+00 1.957014163725512290e-01 3.184941001515787740e+00 1.051539720740910955e+00
1.738536585781814692e+00 2.112032942985369033e-01 3.189877250344798743e+00 1.058387304442045096e+00
1.758395073141779452e+00 1.979311838251192057e-01 3.194716206299137440e+00 1.021503140248828156e+00
1.711388247274752583e+00 1.861073491112952283e-01 3.202383707156570392e+00 9.814025963872017311e-01
1.748080408677552100e+00 2.081663468738610412e-01 3.195636987510678928e+00 1.009835023816305632e+00
1.794298546206927192e+00 1.937369422212853465e-01 3.198709236350814056e+00 1.001279583586347943e+00
1.763724521820546398e+00 1.787133685241992787e-01 3.205263372586760973e+00 1.009379544653669747e+00
1.805601978595240631e+00 2.288392921660875601e-01 3.193622992864102006e+00 1.017158520194459959e+00
1.764939962377237714e+00 1.944618312808827909e-01 3.183224783545067993e+00 1.054073538585074576e+00
1.764450265039591015e+00 1.770201337911165851e-01 3.221454931238673325e+00 9.119171124499889647e-01
1.757102294361448269e+00 2.087771163213294479e-01 3.198193548903954575e+00 9.762761579185070815e-01
1.767468325580819233e+00 2.148910243549346788e-01 3.180229026288982741e+00 1.057938387209947040e+00
1.761389421192307347e+00 2.175276281563389702e-01 3.204334103576653270e+00 9.829316225894195735e-01
1.780446940207664586e+00 2.170221514613244196e-01 3.203466805042208598e+00 1.008613493964632513e+00
1.771530671729931505e+00 1.863597832316381542e-01 3.198494800396996407e+00 1.016595792484516148e+00
1.781752837278148816e+00 2.188611560254001276e-01 3.198703413824748765e+00 1.001858879940825231e+00
1.793326868069335944e+00 1.923211621231848412e-01 3.184512470623083402e+00 1.067689174136981389e+00
1.752511423596506690e+00 1.928067559320356672e-01 3.185754127200250974e+00 1.060292037934107867e+00
1.752362757628028511e+00 1.893354053110001267e-01 3.194937962126115139e+00 1.006321496465050425e+00
1.767939211545556999e+00 1.744201376294256534e-01 3.200458933898775893e+00 1.029723782573217061e+00
1.779111039209766876e+00 1.982686913785989269e-01 3.193026481912445202e+00 1.035526982887906344e+00
1.784701160844509804e+00 1.877301269595186284e-01 3.198090083564935515e+00 1.000438324673591284e+00
1.798543998548888023e+00 2.147997529117988691e-01 3.184936290709308615e+00 1.072374962478845672e+00
1.760651842400046130e+00 1.959787215361408208e-01 3.194802173562290903e+00 1.014641194393329338e+00
1.718682190529222886e+00 1.924433479850358175e-01 3.195532456060901083e+00 1.014546552069811369e+00
1.794147372660533923e+00 1.980457504905253074e-01 3.186958880196958166e+00 1.042397473779431261e+00
1.735356381645812185e+00 2.107823319061394862e-01 3.196489330646319793e+00 1.010135396177051836e+00
1.758788827419522915e+00 2.238044604392519510e-01 3.186645046247404967e+00 1.039026785524785002e+00
1.787179530093579993e+00 2.038092231354715622e-01 3.192912975568110046e+00 1.031129037031484730e+00
1.812791127322113338e+00 1.959735933823920639e-01 3.192427144521027493e+00 1.025377744135413272e+00
1.741687762436612497e+00 1.764946408573160319e-01 3.205078476194409109e+00 1.001173627159821944e+00
1.747083309356460612e+00 1.628321289445255893e-01 3.182032163157297422e+00 1.075592865160775569e+00
1.775886442048902003e+00 1.855600770840819536e-01 3.203722810372362506e+00 1.005402105079558295e+00
1.737599885692148183e+00 2.262383343240847999e-01 3.189281447130793978e+00 1.033873253286034410e+00
1.784065424247550879e+00 2.245121435190786663e-01 3.203272277991380257e+00 1.010348827727078680e+00
1.763776212126973331e+00 1.691509764894663093e-01 3.205734590448319210e+00 9.964936429394095629e-01
1.747215602003720170e+00 1.844078380476723567e-01 3.189109808659120748e+00 1.036370963892112140e+00
1.734172194677002121e+00 1.964075391200936771e-01 3.205130333693240186e+00 9.740626811444509370e-01
1.771514579634549502e+00 1.845296370174347445e-01 3.193364272383564018e+00 1.026854584464551801e+00
1.776886238263042372e+00 1.901064195583348493e-01 3.190942209699251464e+00 1.013697296773723222e+00
1.760062181188816410e+00 1.955048396338199268e-01 3.188019787721615650e+00 1.041115531426113794e+00
1.804747682594961766e+00 2.179160177522510011e-01 3.202213193962009097e+00 9.978595713500906239e-01
1.765211774745492512e+00 1.770632005644405815e-01 3.184633590194663633e+00 1.054648430812288318e+00
1.772570399296394816e+00 2.086904653724319658e-01 3.186559556144272332e+00 1.030219991829841142e+00
1.777872560620749276e+00 2.182239126414473596e-01 3.197425936097134436e+00 1.018255487919702329e+00
1.766348107566344749e+00 2.078524745982450739e-01 3.197104746884469773e+00 1.006992367531659660e+00
1.748731618745571037e+00 1.908423116871942327e-01 3.193359806801328027e+00 1.029056847701712130e+00
1.744564370852454749e+00 2.253303187956916531e-01 3.200622752346408806e+00 1.004517148591323350e+00
1.773485815396255161e+00 1.987244961469185611e-01 3.190670896950551949e+00 1.032820372694622790e+00
1.794291310667986084e+00 1.837607977110602420e-01 3.191282751409485474e+00 1.041326561081015845e+00
1.791215888998379135e+00 1.964867933242309128e-01 3.200613292721720793e+00 1.021704274844880134e+00
1.759346952647167228e+00 2.233694118444313759e-01 3.188461164973174000e+00 1.066106744853466237e+00
1.763486487952607984e+00 2.039374765777401954e-01 3.201340078414166346e+00 1.016422255536302277e+00
1.765921647967327868e+00 2.240707323196735601e-01 3.200157620489634258e+00 1.020776261193189205e+00
1.772602066471420823e+00 2.029802950337393774e-01 3.205339134563797376e+00 9.944275727886844329e-01
1.785001716099735569e+00 2.200578064632225939e-01 3.193457779386238649e+00 1.044886749052007957e+00
1.750912582662474959e+00 2.318137509673614538e-01 3.200351726854551160e+00 9.863588397523368467e-01
1.805557149890257618e+00 1.924681407428145974e-01 3.189307767383078751e+00 1.044971211821847712e+00
1.798451823759345203e+00 2.148650684579540560e-01 3.203116645441281385e+00 9.990980916132163880e-01
1.791524286906942764e+00 1.881009867421181703e-01 3.191579231942855976e+00 1.036089784132397495e+00
1.721736745666773150e+00 2.010896364429699545e-01 3.202866111795677373e+00 9.767751451925243966e-01
1.800833815211141387e+00 2.088718464601799774e-01 3.199818827393179799e+00 1.012694520315120306e+00
1.796987331669701815e+00 1.941744839482777429e-01 3.187095839586481461e+00 1.042107246931044839e+00
1.770800746485235999e+00 1.865338390643334066e-01 3.191834791991824627e+00 1.032166206008728881e+00
1.746219835929433195e+00 1.865404874499501098e-01 3.188681138593487230e+00 1.045223199223742405e+00
1.783519690273122071e+00 1.989233619234740402e-01 3.193629819379934176e+00 1.036527391749763938e+00
1.806960250671764356e+00 1.939551951795772666e-01 3.192078004878030395e+00 1.055760251420547524e+00
1.804013781020736396e+00 2.020216896523545635e-01 3.194232778030777098e+00 1.023576737849701379e+00
1.754312412854195591e+00 1.988140088500283120e-01 3.190720262029172360e+00 1.039545062795890873e+00
1.794298546206927192e+00 1.937369422212853465e-01 3.198709236350814056e+00 1.001279583586347943e+00
1.772746609578432331e+00 1.981772482306221050e-01 3.194861496826094882e+00 1.018824757851365836e+00
1.800614172016149261e+00 1.974963097574842230e-01 3.194109356916521758e+00 1.013154143139592955e+00
1.776732069830363470e+00 2.052811517285473286e-01 3.204495978503308251e+00 1.009272353572647996e+00
1.798162062295446617e+00 2.078426750569954962e-01 3.191893718323351337e+00 1.028710756503438795e+00
1.753493688822359342e+00 2.156619065146525571e-01 3.199422381863393561e+00 9.911389373851192675e-01
1.771893551474913675e+00 2.210790777982620803e-01 3.196883596476464362e+00 1.009441689609875015e+00
1.758624633061840026e+00 2.162073105963346897e-01 3.204509126972074018e+00 1.006125104000813231e+00
1.786279966908578265e+00 2.071234794018734782e-01 3.179542897901771248e+00 1.041797245351296253e+00
1.774777974390403301e+00 1.868097902209524541e-01 3.204297119251264370e+00 9.860983471314729298e-01
1.761585328529301719e+00 1.815563470896788267e-01 3.194090338109073279e+00 1.029532642703665291e+00
1.794553067408042324e+00 1.950636342828486747e-01 3.190785415223485799e+00 1.048763384660786890e+00
1.758909655629518065e+00 2.189140383962722147e-01 3.185554869725946148e+00 1.059987862973811312e+00
1.762430907351237419e+00 2.133734852272546334e-01 3.201661606625719525e+00 9.911532700808781682e-01
1.761674935593419145e+00 2.041270151400285116e-01 3.204237846178084048e+00 9.786845688299463664e-01
1.754816532170589083e+00 1.951393274512676079e-01 3.194512537667323127e+00 1.006840121784398301e+00
1.753268672075446455e+00 2.186807225548386135e-01 3.209059312713418599e+00 9.691510483307478330e-01
1.760278566596769068e+00 2.064440472519963876e-01 3.198113178695589198e+00 1.001242223141682652e+00
1.787268912853613223e+00 1.728480135875289925e-01 3.199259163988367405e+00 1.018582576375946402e+00
1.779311629681416873e+00 2.020365168396041078e-01 3.201937410676559903e+00 1.032091987607308026e+00
1.764739015079289652e+00 2.040536061503619436e-01 3.196241624961642547e+00 1.024602774064425015e+00
1.822403256307201236e+00 2.302738650311315638e-01 3.191376812138386310e+00 1.036885484986198369e+00
1.780817134785488420e+00 2.168203748736985403e-01 3.184169975827777055e+00 1.052923455790665486e+00
1.768368915583521161e+00 2.155398305092810496e-01 3.197922467585323947e+00 1.001160382708338403e+00
1.765720963300314139e+00 2.042982593706041961e-01 3.197727917906399320e+00 1.046579490080420616e+00
1.779856635671366316e+00 1.784929769137892919e-01 3.210494438472454526e+00 9.636792608627380297e-01
1.812847292467209215e+00 1.901839484529266322e-01 3.189137421222045354e+00 1.019803098311894196e+00
1.789661363517487613e+00 2.109202804995939928e-01 3.181181891788837923e+00 1.050516117154041806e+00
1.771176683379755090e+00 2.157684198534335351e-01 3.209958178180126076e+00 9.827885265732999587e-01
1.800820718452178504e+00 2.199106416590259627e-01 3.180664442792117796e+00 1.075460290655304352e+00
1.797020029544054376e+00 2.025633369018797758e-01 3.186592963611300178e+00 1.056721051699963443e+00
1.780463540547465362e+00 2.307879287439114080e-01 3.204516526407820809e+00 9.932440141558256386e-01
1.783882827778477065e+00 2.242352409190715434e-01 3.189474512316089250e+00 1.030362608229969945e+00
1.799111774633518124e+00 2.200964320740887992e-01 3.180801807418761395e+00 1.061872539851147046e+00
1.795375666983310747e+00 2.177198908679951472e-01 3.196319072937347627e+00 9.962081736536084753e-01
1.789325712641434141e+00 2.083063599993875137e-01 3.194911490081172367e+00 1.024715571455509178e+00
1.785062172891558108e+00 2.009113963006852188e-01 3.202317858704151199e+00 9.756971943006517156e-01
1.759608999633827109e+00 2.065524965147416125e-01 3.198078267791947482e+00 1.014723378201438209e+00
1.774834108551706535e+00 1.920106315336527203e-01 3.179989434643357704e+00 1.059159241882433156e+00
1.769859181294696215e+00 1.985756861931364803e-01 3.200264130798470052e+00 9.994069860488410395e-01
1.802230559199289761e+00 1.989541580447551361e-01 3.184701104830331531e+00 1.076081114410363915e+00
1.818519490399011174e+00 1.973769556531754787e-01 3.179627850368614617e+00 1.055085992035157183e+00
1.771940462819985074e+00 1.857041236402894313e-01 3.187809231201492732e+00 1.031178877474666189e+00
1.737376096054606744e+00 2.104742618763610906e-01 3.187943092121248601e+00 1.046595138599263564e+00
1.777716109405015343e+00 2.257438767972756999e-01 3.208400765270305932e+00 9.844547006604186246e-01
1.712108964977654413e+00 2.056781520999160229e-01 3.205792708626977738e+00 9.838618378512118401e-01
1.772217475271181453e+00 2.043786373511298216e-01 3.187317247134160869e+00 1.046308140956258015e+00
1.782227766246520462e+00 1.648818792749064954e-01 3.178474379614911083e+00 1.093213505627651072e+00
1.795934741620650366e+00 1.875950093256184559e-01 3.196100335030569450e+00 1.006504356948326517e+00
1.756282668982142692e+00 1.927545617529187183e-01 3.202146274095164280e+00 9.951425225346878234e-01
1.794856445546010093e+00 1.933117495077998349e-01 3.204109530663937555e+00 9.668788985958125526e-01
