"location_mean","location_stdev","location_median","location_errlo","location_errup","amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","width_mean","width_stdev","width_median","width_errlo","width_errup"
5.000009044766295574e+02,2.074205051080469930e-01,5.000032358454449195e+02,4.997909749124212340e+02,5.002063218792163752e+02,1.952880233342235172e+01,8.003820103734429203e-01,1.952060146143033137e+01,1.871056903649570913e+01,2.032712337518034929e+01,4.156111047731267938e+00,1.961300405917210388e-01,4.152164367663544020e+00,3.958761140178079785e+00,4.349198497826767706e+00
