"amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","offset_mean","offset_stdev","offset_median","offset_errlo","offset_errup","frequency_mean","frequency_stdev","frequency_median","frequency_errlo","frequency_errup","phase_mean","phase_stdev","phase_median","phase_errlo","phase_errup"
1.769398915699041508e+00,2.214310841330546786e-02,1.769336475978779522e+00,1.747216035469790762e+00,1.791510011080256870e+00,2.033247205722857054e-01,1.605215266422497025e-02,2.028325175673031389e-01,1.876782859095769140e-01,2.196950280825538115e-01,3.194354458786528905e+00,7.558787112928714094e-03,3.194281344941107381e+00,3.186947242782154799e+00,3.202054413832632562e+00,1.022772256719484574e+00,2.729948091692947082e-02,1.023393719129080059e+00,9.957457571747351244e-01,1.050146267176157000e+00
