weight logl amplitude offset frequency phase
0.000000000000000000e+00 -1.893769558412142487e+03 4.574938519382476088e+00 -1.808340510538656520e+00 3.168540562952186335e+00 5.057734229439667217e+00
0.000000000000000000e+00 -1.782582483220699942e+03 4.973435982268801681e+00 -1.871395825351835907e+00 5.588595165303116730e+00 9.687227573175259954e-01
0.000000000000000000e+00 -1.735857469922869313e+03 4.883865703334040909e+00 -8.284783391337713354e-01 5.661860696289709338e+00 5.451722737991081758e+00
0.000000000000000000e+00 -1.724778221191556668e+03 4.235367476663618014e+00 -1.332209322009734631e+00 3.085752873082716174e+00 4.008879829481732493e+00
0.000000000000000000e+00 -1.662265014002966154e+03 3.965396474450932462e+00 -1.334168371161150279e+00 2.921353498567877072e+00 4.862479917204896473e+00
0.000000000000000000e+00 -1.621311073393995912e+03 4.327157914944272044e+00 -8.332751124605435322e-01 2.913338690961946753e+00 4.589580831727476884e+00
0.000000000000000000e+00 -1.617281802076441409e+03 4.754244916002402732e+00 1.175393093479621953e+00 3.165954214041659220e+00 4.423759924139208266e+00
0.000000000000000000e+00 -1.424567423189859483e+03 4.879328278845076028e+00 1.614545974688196495e+00 1.134895181221256655e+00 1.230223828872716307e+00
0.000000000000000000e+00 -1.414517183927927363e+03 4.469530506712568574e+00 -1.691600002991240359e+00 5.574935124151219057e+00 4.439232714840688487e+00
0.000000000000000000e+00 -1.370467906514761125e+03 4.871789259109450043e+00 9.554576314019200822e-01 3.957293423523085885e+00 1.423341634523856092e+00
0.000000000000000000e+00 -1.370165840917546348e+03 3.780034572572175566e+00 -1.926878786921065956e+00 3.454299405296984204e+00 4.547641422454818283e+00
0.000000000000000000e+00 -1.357929652219924037e+03 3.603388339231749171e+00 -8.017649113338474187e-01 5.954450479229067561e+00 4.812091629270440762e+00
0.000000000000000000e+00 -1.306064903866303666e+03 3.785480992494458796e+00 -1.837566177948622315e+00 3.543154462904076762e+00 4.162522538392776639e+00
0.000000000000000000e+00 -1.305627415370410745e+03 3.833853180047608777e+00 -1.698335271949185987e+00 1.353611637333966389e+00 3.465350835298242060e+00
0.000000000000000000e+00 -1.301692488084823708e+03 4.852236267099625522e+00 1.506617711990934083e+00 1.359473222228992029e+00 5.555980458259552002e+00
0.000000000000000000e+00 -1.282246043595691617e+03 4.450126811686934580e+00 1.765614693625022991e+00 3.618022548312918918e+00 3.733034655581225714e+00
0.000000000000000000e+00 -1.278627353949811777e+03 4.091226767260943475e+00 -1.710286699198470206e+00 5.422348486702111892e+00 1.316904753393942418e+00
0.000000000000000000e+00 -1.261679953353709152e+03 4.658364102332714474e+00 1.385429367379335641e+00 2.799463959130539248e+00 4.272034655056004659e+00
0.000000000000000000e+00 -1.258262232004766020e+03 4.121597725805385970e+00 -1.668624573575596237e+00 4.189833919940476825e+00 4.989502483799685528e+00
0.000000000000000000e+00 -1.256985181700775229e+03 3.818347395166318936e+00 -1.432953323023471892e+00 5.407795289570151986e+00 6.045538595008291161e+00
0.000000000000000000e+00 -1.244114136315506585e+03 3.937188242272504191e+00 -1.167890666375050124e+00 3.205094947880962053e+00 3.061094103518431364e+00
0.000000000000000000e+00 -1.227101161986613988e+03 4.426126097189147401e+00 -1.866765052875135833e+00 1.716646696933005423e+00 1.720474483967914470e+00
0.000000000000000000e+00 -1.220484602126348591e+03 4.551897796632956350e+00 -1.251332243767421470e+00 4.219826601773803532e+00 1.812729413358697084e+00
0.000000000000000000e+00 -1.203572597789168640e+03 4.519010573118471541e+00 -1.421648860711487661e+00 5.008620087807735821e-01 4.852294393363013825e+00
0.000000000000000000e+00 -1.189631228416361409e+03 4.118713695428077415e+00 -1.779919902002595755e-01 3.426209844265306614e+00 3.389809242757508390e+00
0.000000000000000000e+00 -1.183393328493949639e+03 4.904106922142289271e+00 -4.778774771643319319e-01 4.074572252195697075e+00 1.109495420211748101e-01
0.000000000000000000e+00 -1.175645205260690773e+03 3.974532646912710021e+00 1.771441820541212131e+00 5.123156029634028386e+00 7.173641587735095637e-01
0.000000000000000000e+00 -1.173290778391866752e+03 4.821405549179171857e+00 1.868331445777964284e-01 3.740379304101163260e+00 3.359304878148643425e+00
0.000000000000000000e+00 -1.171488931333929941e+03 4.584733592296518445e+00 3.706418605464452121e-01 3.437672314651461836e+00 4.808723972618004439e+00
0.000000000000000000e+00 -1.167110780794381753e+03 2.784192130353673189e+00 -1.652675335582534544e+00 2.933553947603162460e+00 4.416586323468623121e+00
0.000000000000000000e+00 -1.161253411253942886e+03 3.817632643372135703e+00 1.190016314577597711e+00 3.018435965903595974e+00 5.271116011847203353e+00
0.000000000000000000e+00 -1.149070327787812403e+03 4.359680475623688878e+00 1.476136793144745774e+00 3.638364127934572423e+00 1.891326208931232378e+00
0.000000000000000000e+00 -1.146671795965778074e+03 3.653037873052889406e+00 2.559715703374774165e-01 4.420575966549469271e+00 4.776880210367606239e+00
0.000000000000000000e+00 -1.127533514785116267e+03 4.130839468812342652e+00 1.458904587271637077e+00 5.868625585453887794e+00 4.018371538176700675e+00
0.000000000000000000e+00 -1.109051199260681642e+03 4.238455426482098609e+00 1.021082505336660784e+00 3.144340458011125161e+00 5.415131621827482533e+00
0.000000000000000000e+00 -1.101226598595855194e+03 3.507471240994628925e+00 -9.675447932111493898e-01 2.859149797774084956e+00 5.974234394562126127e+00
0.000000000000000000e+00 -1.098135017178161661e+03 2.775724763655560867e+00 -1.893094875751838657e+00 2.693035804689262847e+00 6.176271375447731415e+00
0.000000000000000000e+00 -1.082850986172740249e+03 4.923988888869230252e+00 1.888567803331113737e-01 1.026731333961786508e+00 1.311677430136782840e+00
0.000000000000000000e+00 -1.082297560617714225e+03 4.706603909819062181e+00 -1.353394082516607977e+00 1.849789419343569330e+00 1.766894655068370179e+00
0.000000000000000000e+00 -1.077585455825791996e+03 2.325498514064316513e+00 -1.759638987655801401e+00 3.225274757311896945e+00 4.279710516788223451e+00
0.000000000000000000e+00 -1.073042881215422995e+03 4.836838375317872973e+00 1.468387771627520877e+00 9.289593437009833199e-01 2.016998552065142114e+00
0.000000000000000000e+00 -1.068494527620847521e+03 2.437973212171759663e+00 -1.918971213140060250e+00 3.400557138832053461e+00 3.165559919936633104e+00
0.000000000000000000e+00 -1.066223516678653823e+03 3.221690649667063422e+00 -5.833032442010890328e-01 5.973478148756030670e+00 4.276171515112901389e+00
0.000000000000000000e+00 -1.064471495605457449e+03 3.938400899004553146e+00 -1.068213072738632086e+00 5.773137434077082020e+00 3.967700972237211410e+00
0.000000000000000000e+00 -1.064080023598420667e+03 3.499640829008765053e+00 -1.894179761364949588e+00 1.538751724769039875e+00 1.753213270109116095e+00
0.000000000000000000e+00 -1.059453650925413285e+03 4.677589155438258040e+00 1.297690108089066374e+00 8.493045086680472977e-01 3.406202565826525142e+00
0.000000000000000000e+00 -1.051002497161543033e+03 3.476221221756350843e+00 -3.709021896832553900e-01 3.225654394450205853e+00 3.524589911141762677e+00
0.000000000000000000e+00 -1.045279775606534713e+03 4.808813817075439978e+00 -1.373443525294963941e+00 4.815556284380152263e+00 5.264625465111515190e+00
0.000000000000000000e+00 -1.042510981390536926e+03 4.265771096763141479e+00 -1.284514614467270111e+00 8.985084304153554413e-01 7.442817325395861827e-01
0.000000000000000000e+00 -1.039363338591367665e+03 3.035149749636697258e+00 -1.387879178528495849e+00 3.050631886105759083e+00 3.669684641724613616e+00
0.000000000000000000e+00 -1.030413302024703171e+03 4.259077192412714652e+00 -6.701687843779500220e-01 1.212542164135145040e+00 5.077582129376456699e+00
0.000000000000000000e+00 -1.028704075075909714e+03 4.336083352565582416e+00 8.547040442633373480e-01 1.571701059338951101e+00 4.507330962721363576e+00
0.000000000000000000e+00 -1.026074663892338549e+03 4.344592631043072473e+00 -4.122053480298526473e-01 1.361923299275455745e+00 4.084363791155268153e+00
0.000000000000000000e+00 -1.024555004908902902e+03 3.880028106208717187e+00 1.106987618413016516e+00 2.602697838312846290e+00 3.382814082776411380e-01
0.000000000000000000e+00 -1.024486227793077887e+03 3.155264234421718328e+00 -1.733510631040063643e+00 5.340021052870572049e+00 1.145994665761132181e+00
0.000000000000000000e+00 -1.018756023937319810e+03 4.786427674074432481e+00 -1.098357826999243780e+00 5.355112846469982202e+00 4.347770664095760296e+00
0.000000000000000000e+00 -1.011070182049007258e+03 4.779594107936803837e+00 7.785079858573262790e-01 2.184205217143529332e+00 3.312293042150364464e+00
0.000000000000000000e+00 -1.008338296553119903e+03 3.784931589458190082e+00 1.282093960858389003e+00 3.475388777370545856e+00 4.188642741568919803e+00
0.000000000000000000e+00 -1.007272917057254290e+03 4.659178917048350854e+00 3.563818227963380103e-01 4.927852554277619923e+00 1.407091585177400628e+00
0.000000000000000000e+00 -1.005102853466838042e+03 4.124970578808567545e+00 1.024177471287537777e+00 5.243801657440037900e+00 6.268483749045970832e+00
0.000000000000000000e+00 -1.004996249808136213e+03 4.873477438154671937e+00 9.851336337388443276e-01 1.920238417951960042e+00 3.693369897241954164e-02
0.000000000000000000e+00 -9.833807738220250485e+02 3.738300773309948699e+00 -9.619475545844684561e-01 1.292521612451443147e+00 4.584095861759418966e+00
0.000000000000000000e+00 -9.766826079691189761e+02 3.461087852641878015e+00 -1.080982099779723260e+00 2.045337030346720653e+00 4.547023529208893855e+00
0.000000000000000000e+00 -9.726024161270260038e+02 4.869732752060597747e+00 -4.017027078191790501e-01 4.355564162262062666e+00 2.900007553512526481e+00
0.000000000000000000e+00 -9.684412772666169076e+02 4.001635127315296359e+00 -7.399589816922622632e-01 1.717686612025301152e+00 4.681278087702489543e+00
0.000000000000000000e+00 -9.646144760702159147e+02 4.635241586066925379e+00 1.987400117205381012e+00 3.760176768113290713e+00 5.983540430106069508e+00
0.000000000000000000e+00 -9.599345696678192326e+02 4.633258732058005869e+00 1.855093836881214653e+00 3.851531400346444922e+00 3.664223516383701806e+00
0.000000000000000000e+00 -9.581271974576304729e+02 3.193717705507927995e+00 1.660086651846386818e+00 4.423376222148101000e+00 4.606119496365055355e+00
0.000000000000000000e+00 -9.553036399396557954e+02 4.245127687544216322e+00 1.027544494315547841e+00 9.521232754111212948e-01 5.437975309335701724e+00
