"location_mean","location_stdev","location_median","location_errlo","location_errup","amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","width_mean","width_stdev","width_median","width_errlo","width_errup"
4.999958814346563827e+02,2.000296012915368238e-01,4.999954517728301653e+02,4.997919037289796051e+02,5.001879704053355908e+02,1.954434782046542907e+01,8.334177300151479617e-01,1.953767981238366147e+01,1.874475045733708711e+01,2.034854840032858903e+01,4.157389333095224515e+00,2.016974821621558001e-01,4.152151359875721148e+00,3.955037737052101932e+00,4.356846079804279626e+00
