weight logl location amplitude width
6.329557859585317857e-184 -4.850644750981113020e+02 5.959839424677672923e+02 4.306472296850282433e+00 1.463043076633623096e+00
7.385826442789546266e-184 -4.849076426653998624e+02 4.632168563153433638e+02 3.097531402272487355e+01 3.552193836202603427e-01
8.433007672008001143e-184 -4.847725519930688165e+02 6.719339988292879298e+02 4.272940811675708161e+00 1.077043974029816997e+00
9.893507768231000524e-184 -4.846103267223857642e+02 6.418026087185838833e+02 9.033478278524425420e+00 2.247771236311606469e-01
1.249430212151823216e-183 -4.843744327733136288e+02 7.585032648225324010e+02 1.727685365270376527e+00 7.410368267970705247e+00
2.588312920105332765e-183 -4.836436141091559193e+02 6.389412138173439644e+02 2.614040737459502495e+00 6.535170845093467129e+00
2.677673145217124689e-183 -4.836071722024303767e+02 7.323345768972801579e+02 1.652292306278852596e+00 9.115044774429561514e+00
3.500143996133640583e-183 -4.833368162810255626e+02 7.207097403831237443e+02 1.386611125373681697e+00 1.766882967962044049e+01
9.173037522790200246e-183 -4.823708519133388677e+02 6.360919005096516230e+02 1.832369881761563901e+00 1.416734052872986460e+01
1.269589185273720627e-182 -4.820433419254546834e+02 4.696567858713676742e+02 9.040250059076871025e+01 3.952167448225576973e-01
1.367438460968358944e-182 -4.819665960442516734e+02 7.635314947298738844e+02 7.837663365149456496e+00 3.262273708239844527e-01
1.432732696097072279e-182 -4.819174517004619247e+02 5.262091383703727843e+02 1.493878690904679374e+01 9.458460661538943270e-01
1.513003281715933268e-182 -4.818604386936166861e+02 6.295176820929107180e+02 2.837272444582153330e+00 3.201065891847767464e+00
1.857851001807443752e-182 -4.816526148530409728e+02 7.531384969374720413e+02 2.955401901917527940e+00 7.567224249883998111e-01
3.450219018627902069e-182 -4.810310975847445434e+02 4.318164818832299829e+02 4.621626216107856955e+00 1.239106038174631941e+00
7.090309402855380301e-182 -4.803083063185104038e+02 4.780773119163040974e+02 9.160551411647816167e+00 5.904046646991721881e-01
8.028106541797342546e-182 -4.801815865953118418e+02 4.436560704190741262e+02 1.276531280811823432e+00 4.644178009911328786e+00
1.426095346864289339e-181 -4.796045100215234243e+02 5.758671575845487496e+02 1.573357256433011164e+00 1.498856297219161782e+01
1.873751708363275467e-181 -4.793290075222698192e+02 4.571609024583852943e+02 1.382231429204772599e+00 8.246199648844395824e+00
2.506871325650130406e-181 -4.790354147126071211e+02 7.471191634153758514e+02 7.213852277891156461e+00 5.958816963059585525e-01
2.568112247633791887e-181 -4.790087791094287581e+02 7.302482729368034597e+02 1.244198145065747552e+00 5.329050356538899358e+00
2.673525049316317043e-181 -4.789660523595919130e+02 6.831852579941846670e+02 2.477050188073322445e+01 3.763781925827506813e-01
2.716744647274841639e-181 -4.789475158617479451e+02 5.973909899090926956e+02 1.198657496595832539e+00 8.439667210553514209e+00
3.835685910953339024e-181 -4.786001019300836106e+02 7.664681065106929054e+02 1.714215243651756815e+00 3.354751683118513128e+00
3.875392054004544578e-181 -4.785873033715245697e+02 5.356065173240671129e+02 5.124880080574736319e+00 8.707520859126921531e-01
3.914227159592136397e-181 -4.785748322994404589e+02 7.851491296806469791e+02 1.891496545712268551e+00 9.841128510780377425e+00
3.928693520908464424e-181 -4.785686432712552687e+02 5.508642372281713051e+02 4.032836652533789312e+00 4.535111067674262864e-01
6.618451831078660454e-181 -4.780445887242149752e+02 5.926286983504814998e+02 1.444923530054051719e+00 5.686627938341789701e+00
6.879006474878194919e-181 -4.780034759706427394e+02 6.752752222170420282e+02 2.520106821942470710e+00 1.340205993004965235e+00
7.116406270474110442e-181 -4.779670473437308260e+02 7.461946646927403890e+02 1.891701292705499915e+00 2.782503807036341481e+00
7.217188155443931806e-181 -4.779504847795450360e+02 4.709670961243826923e+02 4.451958831629638347e+00 1.494924888277112451e+00
7.624572458181359618e-181 -4.778930739545757547e+02 6.454636340008614752e+02 2.389897659034196931e+00 2.661843324659554644e-01
8.501029271441497747e-181 -4.777817629575158094e+02 4.690595309029579880e+02 2.666635851982617211e+00 4.039694719328194239e+00
9.262966304685282647e-181 -4.776934258717981265e+02 6.117028520491780910e+02 2.343156917055312150e+00 3.120640688692455367e-01
1.051685639635072625e-180 -4.775639708634251974e+02 6.925539674937353993e+02 9.425496369204413583e+00 9.324834287029830360e-02
1.335949613500194407e-180 -4.773222227514876863e+02 7.470237967866228246e+02 3.337083397130004681e+00 7.088372607508812706e-01
1.496249357404702852e-180 -4.772064035630255603e+02 5.776097772850034744e+02 6.525750439200971087e+00 4.642067468174277955e-01
1.706711163291093245e-180 -4.770722968891606683e+02 4.368134293943735997e+02 1.411559541113486382e+01 8.727059260495065307e-02
1.878286977465589423e-180 -4.769740049321811171e+02 7.689288405924203289e+02 6.570228080256432790e-01 1.909935764086459642e+01
2.170766637039969675e-180 -4.768267847173259497e+02 7.316655750171245245e+02 1.228493716396644286e+00 1.860672818686290864e+00
2.233540628535548530e-180 -4.767957770592763040e+02 5.226073622811503583e+02 1.901202218417930911e+00 6.867713411915555177e+00
2.253313857154228801e-180 -4.767844631533702682e+02 4.856171271742374529e+02 7.068279588274120506e+00 9.569635618674976474e-01
2.254286758499460380e-180 -4.767815314818699335e+02 4.471136159534933086e+02 7.551146918282197751e-01 4.470885010687863925e+00
2.708644763370567995e-180 -4.765954166889558223e+02 6.621473947780966682e+02 3.105533525525864924e+00 2.372847786636934408e+00
2.741104786821173543e-180 -4.765810040654419595e+02 7.003606171737642399e+02 6.207813318415515980e-01 3.448036501585298197e+01
2.993559880092976811e-180 -4.764904018368901006e+02 4.515307039456026246e+02 7.248642406914530056e+01 4.038433992443936082e-01
4.079606054674794130e-180 -4.761783646829173904e+02 5.240529494140837414e+02 2.065596287660929953e+00 1.140723183929513995e+00
4.080882676834924278e-180 -4.761755518040660036e+02 6.319618005671047740e+02 8.594171129047210034e-01 7.324713220198075803e-01
4.677724895749361911e-180 -4.760365532531034205e+02 6.522075120318163499e+02 1.144505439122043944e+00 1.366849458528927475e+00
5.425741376686093459e-180 -4.758857105620584775e+02 5.135446016390842487e+02 2.808665146773586940e+01 3.307231045014338844e-01
6.050604663119776117e-180 -4.757742069000789797e+02 4.109889048247403025e+02 2.201778577838154227e+00 1.454299160311873784e+00
6.447188266400254252e-180 -4.757082210033712499e+02 5.881782353368513441e+02 2.500666709047356662e+00 1.715558436816741139e+00
6.704323819416109899e-180 -4.756666124470128238e+02 5.532532554687941229e+02 4.920910407191449565e+00 1.331229384730132637e+00
7.334432223166344576e-180 -4.755742851093673380e+02 7.288279475011070190e+02 5.858788943404269478e-01 3.298831586518851555e+00
7.608878539690913821e-180 -4.755350493170943764e+02 7.325001769310390500e+02 1.682146740900198623e+01 1.123543146037054852e-01
8.708326349323815631e-180 -4.753975854918199389e+02 6.608364857492267674e+02 3.906506793859613857e+00 1.169609595922619594e+00
1.006177098034137448e-179 -4.752506219204834679e+02 4.614728576806354567e+02 1.496780822610667583e+00 4.887266823744813138e+00
1.011019360089547816e-179 -4.752433209291502862e+02 6.772814615559286722e+02 1.555260543757824188e+00 1.257820151598464387e+00
1.028565181531983119e-179 -4.752236152150132398e+02 7.512085643247712596e+02 5.052436398744704960e+00 9.457101769360374277e-01
1.113657686767355659e-179 -4.751416302071405653e+02 5.846957116386752205e+02 5.790769027314459638e-01 1.359219544317119599e+01
1.155423135837367491e-179 -4.751023133901931033e+02 7.536346367799436621e+02 9.521448285895757202e-01 9.231477031141174239e-01
1.189612959983157691e-179 -4.750706520079423285e+02 6.955305295600994668e+02 2.206841990936109443e+00 2.053426144493750438e-01
1.303854439069044203e-179 -4.749764551876579617e+02 4.446487853201224425e+02 3.291139441712427782e+00 6.834628134658838894e-01
1.356593936214956923e-179 -4.749343029187711522e+02 4.396078697970085614e+02 1.881757703527376091e-01 8.756649130941118742e+00
1.429428072473092256e-179 -4.748795056034996946e+02 4.845665369523362642e+02 1.515454025226789625e+00 1.469158510125765149e+00
1.482251615023722348e-179 -4.748407177252703946e+02 5.974062498823203669e+02 2.023935812323802264e+00 6.924861553939981595e-01
1.517590482251619453e-179 -4.748146561504109968e+02 7.992454217947449706e+02 6.244564438138168860e+00 6.150417424606858807e-01
1.564738602542609460e-179 -4.747815612355386747e+02 7.651927395813070234e+02 2.828014265623799428e-01 5.068864429149005701e+01
1.609577997508633481e-179 -4.747508079871608970e+02 5.478491020201870469e+02 5.481710397112553146e+00 3.177143519529043031e-02
1.643776121249652896e-179 -4.747272839103786737e+02 7.305054187329403703e+02 4.010002535055748885e-01 1.876788594159429335e+00
1.679160641924774851e-179 -4.747034859677882537e+02 5.961937844740773471e+02 1.682158317252105739e+00 8.071978278949609731e-01
1.898668141902792520e-179 -4.745781273560243108e+02 5.213516573306873170e+02 1.136163018829217775e+00 3.343654352527317686e-01
1.896415789471442336e-179 -4.745768143404159787e+02 6.310066590725741662e+02 3.879378640669042810e-01 1.270082387191203477e+00
1.900274121351426135e-179 -4.745722818682895650e+02 4.294962194573095076e+02 5.566320904206887299e-01 1.057058303590272530e+00
1.932674432565350025e-179 -4.745528752583978758e+02 7.502950536827480619e+02 8.303309704606663955e-01 2.501904022261648652e+00
1.930831562447906834e-179 -4.745513292469562430e+02 5.348176693879984214e+02 5.124528302587448847e-01 6.214092499377885659e-01
2.002521074979058673e-179 -4.745123730942117959e+02 4.331573192473968561e+02 7.005408689425396407e-01 9.704867060805645318e-01
2.144564086553928479e-179 -4.744413437097753103e+02 4.375980822410152200e+02 2.022896944081722381e-01 3.750358509731892998e+00
2.190207023802541165e-179 -4.744177839476736267e+02 4.870173140638982545e+02 6.486702793872763939e-01 1.105472324165999609e+00
