location amplitude width
4.999465727162846633e+02 1.870630731702044613e+01 4.329972412096458001e+00
4.998638436410929557e+02 2.067090778181550448e+01 3.867923595325823083e+00
5.000126947870767253e+02 1.972367270860851818e+01 4.164993827499340107e+00
5.000412078532058899e+02 1.898569720060191202e+01 4.113360291260968360e+00
5.000674217082604969e+02 1.919785775512428572e+01 3.862093057204840640e+00
4.997890157850338824e+02 1.936972977076338509e+01 4.199976542591790540e+00
5.001492517309281993e+02 1.927402579208257194e+01 4.355929888422844343e+00
4.999617736324807993e+02 1.911395557780821619e+01 4.139101897373541838e+00
5.001299154418338730e+02 2.037414692988840059e+01 4.031258296893058812e+00
5.000308396162905638e+02 1.988034022105772891e+01 4.320364251911102293e+00
5.000809719855761841e+02 2.052752920545181681e+01 4.064560203033884100e+00
5.000990786462724031e+02 2.076835340187976797e+01 3.913885089942811035e+00
4.999862977215471460e+02 1.902663761283634614e+01 4.096613118072773396e+00
4.998682292429222116e+02 1.986335201740616441e+01 4.324359155568213708e+00
4.998125898021064586e+02 1.867224779674774737e+01 4.250490571375695303e+00
4.999294026892570173e+02 1.905759597830663665e+01 4.044747970079441757e+00
4.998735176774873139e+02 1.970083226994061931e+01 4.260611192925191304e+00
5.000990274657335704e+02 1.914921919446773657e+01 4.060277153328167188e+00
4.999489607039726593e+02 2.050231057490593400e+01 4.187204304282501788e+00
5.000456219568238794e+02 1.908206369423144722e+01 4.189504067542347165e+00
4.997741434412338890e+02 1.941213836442100771e+01 4.264679401414738891e+00
5.003124079910943465e+02 1.970408473800488025e+01 4.280177749935708320e+00
5.000333982847541279e+02 1.976581717420200590e+01 3.818001365756189092e+00
5.000319857625787563e+02 1.890721260483868349e+01 4.218224521449153386e+00
4.998649545574268132e+02 2.048252650248984708e+01 4.114285153636128456e+00
4.996068738685232233e+02 1.886765224998167412e+01 4.581255338396850618e+00
5.000495735116741116e+02 2.063313960471084485e+01 3.897808422296195729e+00
4.999399901718217620e+02 1.951512129889007241e+01 4.401686405721703110e+00
4.999471074029842157e+02 2.021329908876190729e+01 3.958334215558818148e+00
5.002961547121350350e+02 1.868542720913541899e+01 4.233955418759322242e+00
4.997107679483517018e+02 1.870124454894908794e+01 4.375703614617306947e+00
5.001295432901752065e+02 1.973254094314871310e+01 4.053737155108284362e+00
5.000362872351202554e+02 1.970749484886733072e+01 3.993729103276148162e+00
4.996515809939437531e+02 1.943292710109686894e+01 4.271209814792525705e+00
4.998526149071566351e+02 1.934947771619578205e+01 4.196556746892635914e+00
5.001939552092118788e+02 1.885651453334924454e+01 4.549266128210855520e+00
5.001677360023641086e+02 1.934484903601057226e+01 3.983684773619615704e+00
5.000409222172607997e+02 1.925934054484564584e+01 4.097370736648824341e+00
4.998416296286525267e+02 2.077388622410737185e+01 4.032111729486242524e+00
4.997741434412338890e+02 1.941213836442100771e+01 4.264679401414738891e+00
4.997271519041716488e+02 1.931970083663825122e+01 4.574316805900871863e+00
4.998017195852855821e+02 2.121724865195032095e+01 3.644165548847745573e+00
5.001495614306425637e+02 1.929901584149316207e+01 3.943310811824528805e+00
5.002911571783214413e+02 1.972839923306734988e+01 4.132864846315865925e+00
5.000022202033798635e+02 1.941056481152222091e+01 4.470951245934779550e+00
4.999625728693132487e+02 1.878904275956737990e+01 4.284541069675767311e+00
5.003170779061670714e+02 1.952060146143033137e+01 4.368129594081905154e+00
5.000638427393449774e+02 1.811458878544423357e+01 4.344633480815550008e+00
4.996164524327772369e+02 1.947664854480151675e+01 4.120336122748859076e+00
5.002674927981243513e+02 1.972436360247143838e+01 4.253356485690646949e+00
4.996060712923095366e+02 1.965222620068012205e+01 4.032115531879100878e+00
5.001788382467942711e+02 1.894037943581924921e+01 4.153913254803502930e+00
4.999059946220401116e+02 1.903268612933615245e+01 4.333029658593495981e+00
4.997950096886260098e+02 1.908423748031166056e+01 4.249784178226138742e+00
4.996046167164065537e+02 2.101563326407854859e+01 4.036338346303047331e+00
5.002406188529621431e+02 1.840548695670036849e+01 4.215181239026394522e+00
5.000445580546039537e+02 1.884754242492222431e+01 4.394399315210820056e+00
4.997950096886260098e+02 1.908423748031166056e+01 4.249784178226138742e+00
4.999782953200821680e+02 1.929854190250495449e+01 4.382486256402697400e+00
5.002817767831130595e+02 1.910234464501381169e+01 4.076912717548820453e+00
4.999324905689219918e+02 1.974716047116883644e+01 4.436684344571125926e+00
5.002207035291886541e+02 1.986605037972373466e+01 4.198581925799103942e+00
4.999154035362521995e+02 2.162462202947264345e+01 4.148970129025458142e+00
5.000977662238406083e+02 2.023407307259644483e+01 3.969547030964585055e+00
4.997699179997979400e+02 1.966619995996730097e+01 4.247239261835332513e+00
4.996769926855501467e+02 1.914961957114544688e+01 4.194640166464422393e+00
4.998368727473346667e+02 1.908799461609975978e+01 4.240715128658393063e+00
4.998785686051538164e+02 1.992851418863580903e+01 4.122466490168450015e+00
5.001476358959369009e+02 1.970078671322453445e+01 4.280972226729797825e+00
5.001835828989808306e+02 2.031114444270175667e+01 3.929424787448471790e+00
5.000975698592932304e+02 1.903280177678700724e+01 4.140253766637190580e+00
5.001642979011357397e+02 2.000117287536946620e+01 4.138960343166322886e+00
4.998713658771857808e+02 2.001187045985303214e+01 3.798144740503540007e+00
5.001839255013018715e+02 2.128683387677558869e+01 4.034179766909947062e+00
5.001969267051256338e+02 1.944346368770376898e+01 4.448848905594277703e+00
5.001465193841507357e+02 2.029947893031357964e+01 4.138141298902551668e+00
4.996158977789448272e+02 1.905100711866760932e+01 4.238682144976578137e+00
4.998305160722994742e+02 2.019675080783343901e+01 3.952948683200250724e+00
5.003322897249813082e+02 1.984981655292721570e+01 4.326528621859686119e+00
5.000898258796633513e+02 1.978411644894427113e+01 4.148685950085896579e+00
5.001376220730040814e+02 1.858901165671602485e+01 4.343021277461229346e+00
4.999855764686337807e+02 1.840508093022824454e+01 4.496655992377938560e+00
5.004161786038761193e+02 1.882481042814932337e+01 4.267271381268106012e+00
4.999403337415936903e+02 1.982449573724007408e+01 3.991299095029368527e+00
5.001075802200995213e+02 1.930002815941180216e+01 4.240886560246198478e+00
5.000448126171036733e+02 1.951808274614965200e+01 4.357268672753548344e+00
4.996317292060237492e+02 1.828734911487103787e+01 4.078829587416276325e+00
4.997469589098652705e+02 2.049745988320320222e+01 4.285367622102731922e+00
4.999044366943993509e+02 2.033603474546498191e+01 4.327891841522850669e+00
4.999081682453996223e+02 1.979620317710968536e+01 4.064107872093545737e+00
4.997088377055536625e+02 1.974643320873727603e+01 4.084983745119954435e+00
5.003160656497626633e+02 1.956479578275379438e+01 4.144709742703526878e+00
5.003153045767461435e+02 1.931467816292491690e+01 4.287582123565161218e+00
5.000160460739631390e+02 1.967564629207533500e+01 3.984448969736244628e+00
4.999159325315368960e+02 1.892510703317012144e+01 4.516633778422516343e+00
5.005195223672742486e+02 2.013807203333127305e+01 4.095108730971427136e+00
5.000112896446393620e+02 1.909082169793841643e+01 4.227444660088353068e+00
5.002033308944240844e+02 1.870149961326702837e+01 4.245076173496623362e+00
4.999662003211337264e+02 1.815736757859267314e+01 4.245175160781416324e+00
5.000987076782934082e+02 1.931834870803665538e+01 4.207866149034686032e+00
4.996604901167748949e+02 1.977665556204365771e+01 3.930660956125605399e+00
4.997199450272182730e+02 1.855924502263196985e+01 4.599785352569031538e+00
4.999801891743431383e+02 2.128270971629769548e+01 3.747825131185267278e+00
4.997892229948731142e+02 1.985001529260743425e+01 3.954082917198035396e+00
5.001574450499538216e+02 2.026189336900407056e+01 4.018264395465918071e+00
4.996988588553753630e+02 2.184094110217729678e+01 3.725957185003131666e+00
4.999853124486846241e+02 2.005537799195706228e+01 4.372651551385818181e+00
5.003005623582046155e+02 1.986624254088750163e+01 3.971955465686452413e+00
5.001782070270946861e+02 1.959593513797862485e+01 3.943226029130974641e+00
5.001201725377886191e+02 2.024064257648199927e+01 4.030748749183342028e+00
4.999855764686337807e+02 1.840508093022824454e+01 4.496655992377938560e+00
4.997650103121009693e+02 1.927104600584815586e+01 4.271889262449704461e+00
5.001848499439419129e+02 1.741540698415852972e+01 4.064137420243142174e+00
5.003340622261395083e+02 1.953328587664859839e+01 4.145290707984544021e+00
5.000586490679687586e+02 2.015654054366486392e+01 4.046858685619960205e+00
4.999891174290652316e+02 1.927679184184364303e+01 4.267273946035750498e+00
5.001605379722674911e+02 1.978637834820488806e+01 4.126306393188805544e+00
5.000454349159231242e+02 1.921946729987118729e+01 3.867955507445078656e+00
5.001282605465696065e+02 1.776848575811318653e+01 4.374837628996317562e+00
5.000447804874617646e+02 1.998158258171845603e+01 4.039441213051101265e+00
5.003757575743511552e+02 1.936320576616271083e+01 4.445511332112851655e+00
5.001806779406632586e+02 1.905457207983154433e+01 3.815568970369914936e+00
4.999607117740004014e+02 1.878170741563573287e+01 4.385632646414189928e+00
4.996602454773153568e+02 1.915770023514084031e+01 4.029059713298384970e+00
5.002763924904784290e+02 1.979853215694109636e+01 4.146775078329162589e+00
4.997971255746357997e+02 1.949810033603817772e+01 4.580402738162441700e+00
4.997580566181390509e+02 1.804818115517401367e+01 4.328293692032920248e+00
4.999703864782378560e+02 1.872373366933280892e+01 4.208677998116760577e+00
5.001449800606198437e+02 1.871045175326611698e+01 4.346263451950171053e+00
5.001634141949090235e+02 1.968857637800573812e+01 3.766866589688350420e+00
4.999418809659904355e+02 2.076708330328654029e+01 4.316824126636396031e+00
5.003684320355932300e+02 2.135233300781807131e+01 3.720606987060095516e+00
4.998171808116571242e+02 1.891970485865378038e+01 4.326941602738772374e+00
4.995372772393875493e+02 1.898324419086895887e+01 4.012046636834831759e+00
5.000125624262284418e+02 2.012282877510169854e+01 4.139253630919959015e+00
4.999920265724052229e+02 1.789325837421815635e+01 4.548174120531476738e+00
4.999967024271608125e+02 1.973382484104061874e+01 4.018285965560387751e+00
5.000092940423318169e+02 1.998962920969468016e+01 4.181748575747282537e+00
5.001784779597626880e+02 2.004591571324666788e+01 4.170003450042824689e+00
5.000719103708096327e+02 1.807302705522277009e+01 4.558427272604524738e+00
5.000366645318844121e+02 2.029294342644265825e+01 4.039928474361253130e+00
5.000735282069847472e+02 2.015169600682319739e+01 4.125553200081188088e+00
5.001656839639684904e+02 1.868131654915229944e+01 4.299902555692706407e+00
4.998661120945261587e+02 2.053092950212447221e+01 4.162128548464463229e+00
5.001327518760207909e+02 1.895120337343924177e+01 4.172245471510836801e+00
5.000782789451194503e+02 1.833972585950663614e+01 4.335164969651448708e+00
4.999592748339612172e+02 1.906400997019966326e+01 3.753390512212950725e+00
5.003340622261395083e+02 1.953328587664859839e+01 4.145290707984544021e+00
4.999925412426044318e+02 1.966340995872108977e+01 4.018037240450195391e+00
5.003286064565474476e+02 1.952555010186348028e+01 4.165300871991508558e+00
4.999217744000336552e+02 1.962410652770472552e+01 4.094983395761799372e+00
4.996881268646955618e+02 1.957212194314992004e+01 4.345653239432456516e+00
5.002272082227216288e+02 2.101895311401917255e+01 4.086610749725952729e+00
5.001742212366203262e+02 2.026477990784781369e+01 4.456205200779959519e+00
5.003046810732951144e+02 1.910909612367417765e+01 4.216850718535157583e+00
5.000782789451194503e+02 1.833972585950663614e+01 4.335164969651448708e+00
5.000426064286216388e+02 1.924067980240155151e+01 4.262057578612338915e+00
4.997166189430529357e+02 2.028991403590709197e+01 4.490556401727674896e+00
4.997998866551638457e+02 1.923005768354986245e+01 4.004715618341649019e+00
5.000674793228758972e+02 2.010684156646617282e+01 4.330344377450910720e+00
4.998353922311607107e+02 1.926479300648467685e+01 4.360689222785071095e+00
5.006725304219372106e+02 1.903112505285355383e+01 4.475749089121975999e+00
5.002110423234925065e+02 2.041333632503515361e+01 4.152855780051898371e+00
5.003250239246203819e+02 1.994844792123415544e+01 3.969579713830227341e+00
5.001231041462751250e+02 2.008564945460124562e+01 4.014929043279143350e+00
5.002215597119601966e+02 1.916234443953349142e+01 4.076481505809152139e+00
5.000262397338501046e+02 2.012290958697812471e+01 4.026757277300443860e+00
5.001850996612358813e+02 1.931443978291935792e+01 4.093433078001329051e+00
5.000992416001070069e+02 2.063210764733169356e+01 4.093199536891975576e+00
5.002317563581326567e+02 2.015366557126813518e+01 3.831329135978872369e+00
4.995766846704985937e+02 1.831610675501693564e+01 4.190347855486796114e+00
4.999388864697206145e+02 1.929030946028690252e+01 3.995279768633457795e+00
4.999700021886389436e+02 2.025270208077041190e+01 4.058971118632991981e+00
4.999937936999091903e+02 1.944213652634994105e+01 4.459979277931736874e+00
5.001510461220847787e+02 1.949817333308442002e+01 4.167357482314998585e+00
5.002851247617271611e+02 1.907713376493611435e+01 4.392099280664813143e+00
4.996874838736202946e+02 1.966492793282109730e+01 4.343867368817992514e+00
4.998596774462185977e+02 1.736361329090534866e+01 4.557932695340730866e+00
4.997922522851866916e+02 1.989257658777123794e+01 3.974704023934436670e+00
5.002257502998714926e+02 1.853343615740506323e+01 4.191268996520279622e+00
4.999495529988861335e+02 1.924105280237776583e+01 4.197476169385407907e+00
5.001624495184768193e+02 2.032518610976613260e+01 4.073065846876267493e+00
4.998408370383330066e+02 2.013758263869394227e+01 4.202508695678761619e+00
5.001054315354338655e+02 1.909957657564983791e+01 4.082766626318695025e+00
4.997870409420190754e+02 1.817139789441251096e+01 4.763278293776625816e+00
4.998764613496492188e+02 1.785756316181482717e+01 4.272675298568413105e+00
4.998078171195888899e+02 1.947172852853825376e+01 4.272001494990220749e+00
5.000731790755814359e+02 1.849398246669721502e+01 4.340436971099188135e+00
5.001794586316289610e+02 2.004836544837997891e+01 3.936094839515835719e+00
5.000447171361988694e+02 2.091553075808308293e+01 3.935397034572126973e+00
5.003558633112579628e+02 1.836686185101726210e+01 3.879890911006439680e+00
4.999716172377263206e+02 2.068752277323827116e+01 3.925560849031527688e+00
5.000454349159231242e+02 1.921946729987118729e+01 3.867955507445078656e+00
4.998096789216511979e+02 2.020482876286794749e+01 4.274515090322761779e+00
4.999015453017827895e+02 1.805161063340728589e+01 4.205415278919124589e+00
5.000782789451194503e+02 1.833972585950663614e+01 4.335164969651448708e+00
4.999855764686337807e+02 1.840508093022824454e+01 4.496655992377938560e+00
5.002013447920323301e+02 1.961123291885547815e+01 4.354424948571621989e+00
5.002561951957898145e+02 1.944042343777462989e+01 4.079963797935080017e+00
4.998726763254054504e+02 2.003556697786915208e+01 3.831922098751140648e+00
5.000500236041472135e+02 2.068130497012389668e+01 4.123965876840069988e+00
5.003832218334709978e+02 1.939473767334991905e+01 4.202779575851478988e+00
4.998353922311607107e+02 1.926479300648467685e+01 4.360689222785071095e+00
5.002053890165936991e+02 1.877930263737744809e+01 4.392407776230197847e+00
5.000207585143971301e+02 1.941692861868612141e+01 4.129469141370403662e+00
4.997206718297644557e+02 2.072619228275753755e+01 3.726935167874615651e+00
5.001108890088279963e+02 1.923628642965139335e+01 4.054463555993906176e+00
5.001264033267945024e+02 1.992798737587205338e+01 4.123935386405529258e+00
5.000220434150447772e+02 1.925365451195357025e+01 3.861554339214232190e+00
5.001852269032258960e+02 2.048704299357346414e+01 4.039913187890547874e+00
4.999307039859580755e+02 2.118648108680079645e+01 4.146617239420740120e+00
4.998145299207712355e+02 1.942354199175874996e+01 4.091008697268206262e+00
4.997222818212400171e+02 1.885862195418885534e+01 4.129045389383129816e+00
4.998809395677972134e+02 1.934297507450237319e+01 4.263129769327242968e+00
4.998506038183318765e+02 1.909658662170718557e+01 4.131167628032748063e+00
5.004394242447513079e+02 1.854602636679579675e+01 4.231510349012858718e+00
4.998148772343132578e+02 1.880863194306853359e+01 4.053631301023068900e+00
5.001386858225654350e+02 1.938494193748224248e+01 4.256572822381198939e+00
5.002053890165936991e+02 1.877930263737744809e+01 4.392407776230197847e+00
5.004267697325986433e+02 1.899833773993266206e+01 4.299080762735534300e+00
5.002229737989334808e+02 1.877528703905894147e+01 4.092022431132221527e+00
4.999707768800680014e+02 1.923308842969876409e+01 4.088717243751495367e+00
5.002824879135164906e+02 1.858872491890588563e+01 4.209672055543089542e+00
5.002055762589332062e+02 1.984121554513531294e+01 3.967612726364542652e+00
4.998682292429222116e+02 1.986335201740616441e+01 4.324359155568213708e+00
5.004000656451837017e+02 1.959475416594417396e+01 4.260036363286314298e+00
5.000448126171036733e+02 1.951808274614965200e+01 4.357268672753548344e+00
4.998044302785061745e+02 2.000715797790859796e+01 4.156912117999573830e+00
5.000464704855858145e+02 1.993051698148188677e+01 3.885058932995677505e+00
4.998033842696958118e+02 1.930183695406417144e+01 3.892077422505480389e+00
5.001867799805260120e+02 1.986311819539779933e+01 4.116811962189139251e+00
4.997222818212400171e+02 1.885862195418885534e+01 4.129045389383129816e+00
5.002674927981243513e+02 1.972436360247143838e+01 4.253356485690646949e+00
5.003584073762082198e+02 1.870170197235237097e+01 4.460452419967747772e+00
5.002325841937263249e+02 1.881623477586047599e+01 4.326642256137695597e+00
5.000970812518484649e+02 2.050571773019214561e+01 3.964034127756835169e+00
5.002278824408602986e+02 1.895321800604209983e+01 4.147233433360449695e+00
4.997797938015531258e+02 2.027255494413960690e+01 4.433995124770676810e+00
5.000744628355691361e+02 2.002919766660616574e+01 3.957971907777670495e+00
5.003929226511955903e+02 2.098848652462764264e+01 3.730315462152596684e+00
5.000308396162905638e+02 1.988034022105772891e+01 4.320364251911102293e+00
5.000844449721781757e+02 1.863620100287974779e+01 4.412338857384364488e+00
5.000736038081662969e+02 1.996053679931207725e+01 4.135204332814668149e+00
4.999329463918302281e+02 1.991194447243112364e+01 4.053113212320764269e+00
5.000227948280038390e+02 1.951488564498119516e+01 4.308850360396790258e+00
5.001607047983125085e+02 1.937828849071420123e+01 4.474657907308269955e+00
4.999174482165559539e+02 1.926128965382713076e+01 4.239415872919483519e+00
5.000004709095019848e+02 2.030819044845185672e+01 4.357001910116445664e+00
5.000508562338779370e+02 1.875491327245469009e+01 4.424536034182272815e+00
5.000073653321219354e+02 1.970492080539968427e+01 4.215959945616473803e+00
4.998078171195888899e+02 1.947172852853825376e+01 4.272001494990220749e+00
4.996783292573295512e+02 2.034507920426979766e+01 3.879971778515959535e+00
4.999898643371811886e+02 1.901778697281969244e+01 4.563435444274619002e+00
4.997610810082226180e+02 2.051701112136529659e+01 3.726908271272246331e+00
5.001939552092118788e+02 1.885651453334924454e+01 4.549266128210855520e+00
5.001244145301038770e+02 1.979174257030647865e+01 4.196734603742018344e+00
4.998835466646921191e+02 1.893270541537203044e+01 4.254991970773318144e+00
4.999871830949811624e+02 1.881320131656269012e+01 4.365857969543515793e+00
4.998631922141428277e+02 1.995146352960523828e+01 4.135635939141047324e+00
5.001326589604618675e+02 1.971557480401806117e+01 4.165107270525197691e+00
5.000153375316059510e+02 2.111883993612521593e+01 3.863619026486369901e+00
4.998888708290771774e+02 2.005961920106445717e+01 3.894139582045230252e+00
4.999413111401373158e+02 1.936754300350028757e+01 3.853010391459616990e+00
4.999675775293413267e+02 2.014027795231956475e+01 3.820919004989525192e+00
4.997088377055536625e+02 1.974643320873727603e+01 4.084983745119954435e+00
5.003054530406938056e+02 1.840032760858666805e+01 4.458405423281482705e+00
5.000916012731784122e+02 2.007296401248063589e+01 4.031556567158855131e+00
4.999653190617702307e+02 2.014428647398043282e+01 4.207271274172811992e+00
4.999093456964282609e+02 1.937350387693497566e+01 4.195794302019907995e+00
4.996776040345014280e+02 1.972487390742232805e+01 4.113041924393725957e+00
5.001465193841507357e+02 2.029947893031357964e+01 4.138141298902551668e+00
5.001723970908830097e+02 2.004878841128899580e+01 3.990601102567540526e+00
5.000188054688420038e+02 1.912042678075058078e+01 3.539692264579073377e+00
5.004406669252691131e+02 1.843698597983590304e+01 4.451586426143144593e+00
5.000355652403119961e+02 1.967641929970653081e+01 3.978091642820090978e+00
5.000365799370306945e+02 1.846477153736933374e+01 4.418487046828108333e+00
4.998953874096310983e+02 1.901278163110256259e+01 4.266225496183124299e+00
5.000992416001070069e+02 2.063210764733169356e+01 4.093199536891975576e+00
4.999471074029842157e+02 2.021329908876190729e+01 3.958334215558818148e+00
5.000016072036153219e+02 1.903925388091707305e+01 4.243592822691968358e+00
4.996781574220700008e+02 1.916897807169163315e+01 4.196029258394411876e+00
4.997676001412697246e+02 2.130566801933499121e+01 3.926578406055094117e+00
5.000407198734463918e+02 2.095126188806936796e+01 4.060023112944413981e+00
5.000051626579615345e+02 1.871775755937116159e+01 4.393920900256783391e+00
4.997488879250861942e+02 2.038960953884010863e+01 3.872801629660963751e+00
4.997139318287175342e+02 1.857268807006147426e+01 4.130167809214448482e+00
5.002257369650639589e+02 2.142494290180517780e+01 3.925533136997210182e+00
4.998848216200266847e+02 2.002333817422876905e+01 4.121176409024104537e+00
5.000316939354561327e+02 1.906389877112936304e+01 4.274432489566900806e+00
5.000863086908690320e+02 2.033638012932169659e+01 3.671398953685906186e+00
5.002453429673576011e+02 1.975471147817404471e+01 4.007491171212152814e+00
5.001464758797487775e+02 2.070873880184120353e+01 4.064552177322854121e+00
5.001795223194681057e+02 1.943233398273128998e+01 4.502641351856955687e+00
5.000241779150729826e+02 1.969127278700942085e+01 3.966856738642730473e+00
4.997840960813914535e+02 1.957737798606603974e+01 3.988475527228628970e+00
5.002325841937263249e+02 1.881623477586047599e+01 4.326642256137695597e+00
4.999059946220401116e+02 1.903268612933615245e+01 4.333029658593495981e+00
5.000272136942433008e+02 1.930164041309202716e+01 4.103900850548646062e+00
5.001059486625346153e+02 1.850989715430536364e+01 4.038154409376285336e+00
4.995814725355628525e+02 1.894736736528415477e+01 4.195796023711275247e+00
4.998642285349270651e+02 2.053760177354625327e+01 3.876216788422925497e+00
4.999778197799317354e+02 1.921177818613872645e+01 4.359852680917986945e+00
4.996389594896689914e+02 1.803245868052378853e+01 4.288774406382840354e+00
4.997346726122510177e+02 2.053325410632794856e+01 4.055192444552311315e+00
5.001598533819869772e+02 1.822595500464574769e+01 4.486128997354581927e+00
4.998299652435227927e+02 2.060543516511546258e+01 4.344930883136572497e+00
5.000075100594686432e+02 1.949865943485840347e+01 4.071118382592194607e+00
