logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -4.791926441320337472e+04 -4.792525712749006925e+04 9.449999999999999512e-01
-4.792525712749006925e+04 nan -2.500000000000000052e-03 4.000000000000000000e+02 -4.119437710740211332e+04 -4.120037232168880291e+04 1.310000000000000053e+00
-4.120037232168880291e+04 nan -5.000000000000000104e-03 4.000000000000000000e+02 -3.924331457926160510e+04 -3.924931229354829702e+04 1.695000000000000062e+00
-3.924931229354829702e+04 3.168788925854053559e+03 -7.499999999999999722e-03 4.000000000000000000e+02 -3.766865705836892448e+04 -3.767465727265561873e+04 1.000000000000000021e-02
-3.767465727265561873e+04 1.029766817290913423e+03 -1.000000000000000021e-02 4.000000000000000000e+02 -3.728084601733673480e+04 -3.728684873162342410e+04 4.600000000000000200e-01
-3.728684873162342410e+04 1.065091608077026649e+03 -1.250000000000000069e-02 4.000000000000000000e+02 -3.552978966568083706e+04 -3.553579487996752869e+04 3.599999999999999867e-01
-3.553579487996752869e+04 1.640622191143967484e+03 -1.500000000000000118e-02 4.000000000000000000e+02 -3.508166748580768035e+04 -3.508767520009437430e+04 1.614999999999999991e+00
-3.508767520009437430e+04 8.658997711823511736e+02 -1.750000000000000167e-02 4.000000000000000000e+02 -3.450979719259723061e+04 -3.451580740688391961e+04 1.455000000000000071e+00
-3.451580740688391961e+04 7.628362173002162763e+02 -2.000000000000000042e-02 4.000000000000000000e+02 -3.406200870527509687e+04 -3.406802141956178821e+04 3.649999999999999911e-01
-3.406802141956178821e+04 9.027366580274484704e+02 -2.249999999999999917e-02 4.000000000000000000e+02 -3.340582229324907530e+04 -3.341183750753576896e+04 4.099999999999999756e-01
-3.341183750753576896e+04 5.267795601976788475e+02 -2.499999999999999792e-02 4.000000000000000000e+02 -3.322111854621524981e+04 -3.322713626050193852e+04 1.965000000000000080e+00
-3.322713626050193852e+04 5.409343427613390531e+02 -2.749999999999999667e-02 4.000000000000000000e+02 -3.298334987194493442e+04 -3.298937008623162546e+04 1.935000000000000053e+00
-3.298937008623162546e+04 1.029213412095988218e+02 -2.999999999999999542e-02 4.000000000000000000e+02 -3.284462745238512434e+04 -3.285065016667181771e+04 7.900000000000000355e-01
-3.285065016667181771e+04 1.102881127677392783e+02 -3.249999999999999417e-02 4.000000000000000000e+02 -3.280718735141115758e+04 -3.281321256569784600e+04 1.260000000000000009e+00
-3.281321256569784600e+04 1.147316847674387077e+02 -3.499999999999999639e-02 4.000000000000000000e+02 -3.201509088199758480e+04 -3.202111859628427555e+04 1.774999999999999911e+00
-3.202111859628427555e+04 4.379808994956601396e+02 -3.749999999999999861e-02 4.000000000000000000e+02 -3.119467839022538101e+04 -3.120070860451207409e+04 3.850000000000000089e-01
-3.120070860451207409e+04 6.141223338025836256e+02 -4.000000000000000083e-02 4.000000000000000000e+02 -3.117925260380859254e+04 -3.118528531809528431e+04 1.760000000000000009e+00
-3.118528531789495173e+04 6.892767051216176277e+00 -4.250000000000000305e-02 4.000000000000000000e+02 -3.056204055258134758e+04 -3.056807576686803804e+04 1.300000000000000044e+00
-3.056807576686803804e+04 2.696194051139681847e+02 -4.500000000000000527e-02 4.000000000000000000e+02 -3.048400347085662361e+04 -3.049004118514331640e+04 2.500000000000000000e-01
-3.049004118514331640e+04 1.948815556312403032e+02 -4.750000000000000749e-02 4.000000000000000000e+02 -3.011220831323236052e+04 -3.011824852751905200e+04 7.449999999999999956e-01
-3.011824852751905200e+04 1.390729189967290438e+02 -5.000000000000000971e-02 4.000000000000000000e+02 -2.981307040172767302e+04 -2.981911311601436319e+04 1.030000000000000027e+00
-2.981911311601436319e+04 1.294425464136418213e+02 -5.250000000000001193e-02 4.000000000000000000e+02 -2.965150277960133099e+04 -2.965754799388802348e+04 8.649999999999999911e-01
-2.965754799388802348e+04 1.665695139637614943e+02 -5.500000000000001416e-02 4.000000000000000000e+02 -2.958815467171352066e+04 -2.959420238600021185e+04 3.850000000000000089e-01
-2.959420238600021185e+04 1.011250040462606705e+02 -5.750000000000001638e-02 4.000000000000000000e+02 -2.955903892847143288e+04 -2.956508914275812276e+04 6.400000000000000133e-01
-2.956508914275812276e+04 7.373442412037334748e+01 -6.000000000000001860e-02 4.000000000000000000e+02 -2.942938885132430732e+04 -2.943544156561099953e+04 1.549999999999999989e-01
-2.943544156561099953e+04 7.550195209148365905e+01 -6.250000000000001388e-02 4.000000000000000000e+02 -2.933542908424824054e+04 -2.934148429853493144e+04 1.159999999999999920e+00
-2.934148429853493144e+04 4.060171255034276072e+01 -6.500000000000001610e-02 4.000000000000000000e+02 -2.907004933266163425e+04 -2.907610704694832384e+04 6.949999999999999512e-01
-2.907610704694832384e+04 1.254667107362690643e+02 -6.750000000000001832e-02 4.000000000000000000e+02 -2.898451092787344533e+04 -2.899057114216013724e+04 1.304999999999999938e+00
-2.899057114216013724e+04 9.762100734101230159e+01 -7.000000000000002054e-02 4.000000000000000000e+02 -2.870918011085904800e+04 -2.871524282514573861e+04 6.550000000000000266e-01
-2.871524282514573861e+04 1.324887179133894506e+02 -7.250000000000002276e-02 4.000000000000000000e+02 -2.853970234357810841e+04 -2.854576755786480135e+04 2.049999999999999878e-01
-2.854576755786480135e+04 1.690179365710209538e+02 -7.500000000000002498e-02 4.000000000000000000e+02 -2.851567227136079237e+04 -2.852173998564748399e+04 1.080000000000000071e+00
-2.852173998564744761e+04 7.088932318625455764e+01 -7.750000000000002720e-02 4.000000000000000000e+02 -2.850276889287327504e+04 -2.850883910715996535e+04 3.750000000000000000e-01
-2.850883910466411180e+04 5.684487363942933769e+01 -8.000000000000002942e-02 4.000000000000000000e+02 -2.849447368932749305e+04 -2.850054640361418569e+04 7.600000000000000089e-01
-2.850054615330813976e+04 5.868384052470863566e+01 -8.250000000000003164e-02 4.000000000000000000e+02 -2.845800113299630539e+04 -2.846407634728299672e+04 1.600000000000000033e-01
-2.846407634728299672e+04 7.021470095189259553e+01 -8.500000000000003386e-02 4.000000000000000000e+02 -2.834188637348842167e+04 -2.834796408777511169e+04 1.675000000000000044e+00
