"amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","offset_mean","offset_stdev","offset_median","offset_errlo","offset_errup","frequency_mean","frequency_stdev","frequency_median","frequency_errlo","frequency_errup","phase_mean","phase_stdev","phase_median","phase_errlo","phase_errup"
1.784846149482348210e+00,1.028357327660234521e-01,1.784435565195325202e+00,1.682715846678911387e+00,1.889565839670813929e+00,2.096432166044178980e-01,6.909427963652350901e-02,2.093808264638483685e-01,1.419511243051343463e-01,2.761757372395243770e-01,3.190450005148633306e+00,2.942320447716241516e-02,3.190577049805562559e+00,3.161790109762153023e+00,3.219984597556029282e+00,1.067531852087055366e+00,1.124809374649117233e-01,1.067223019720562993e+00,9.518461434880159944e-01,1.175758718059700447e+00
