"amplitude_mean","amplitude_stdev","amplitude_median","amplitude_errlo","amplitude_errup","offset_mean","offset_stdev","offset_median","offset_errlo","offset_errup","frequency_mean","frequency_stdev","frequency_median","frequency_errlo","frequency_errup","phase_mean","phase_stdev","phase_median","phase_errlo","phase_errup"
1.769866343790011287e+00,2.135935103593686671e-02,1.770185571224167642e+00,1.748567566941160445e+00,1.791787808485517663e+00,2.028322244705767774e-01,1.545890393308331501e-02,2.028016146371709461e-01,1.871926786665008002e-01,2.184921238949368849e-01,3.194117259652947016e+00,7.727605094561311276e-03,3.194099574724636792e+00,3.186264745458839531e+00,3.201868790531808617e+00,1.023604471260879833e+00,2.758533742360877450e-02,1.023816353542368995e+00,9.963429900231750569e-01,1.051231304945821732e+00
