weight logl amplitude offset frequency phase
0.000000000000000000e+00 -6.285921768954863182e+03 9.012163076720499655e-01 4.228261401687194443e-02 4.698655444942532178e-01 7.026983039282984622e-01
0.000000000000000000e+00 -5.103022348725410666e+03 9.662238825130802233e-01 2.384286871785753492e-01 5.230789078791969748e-01 4.318709173158494785e-01
0.000000000000000000e+00 -4.554554348593003851e+03 8.868309933228339936e-01 6.287588351361972361e-02 5.932704894697720110e-01 2.703933847979420602e-01
0.000000000000000000e+00 -4.387894013375506802e+03 9.818395750155165524e-01 1.888110887353920964e-01 5.148605574382346672e-01 3.791802411191703692e-01
0.000000000000000000e+00 -4.369188778957079194e+03 8.899698678556360321e-01 5.982658215260638901e-02 3.920871374448038349e-01 8.455503181820531733e-01
0.000000000000000000e+00 -4.300893134775093131e+03 9.315776540215323642e-01 3.956624918541440383e-02 4.485663628202539721e-01 4.939649847524707482e-03
0.000000000000000000e+00 -4.172468084077413550e+03 8.250003013165758681e-01 3.313739575588892095e-04 1.486568205251771468e-01 4.345330877028782401e-01
0.000000000000000000e+00 -4.166819269409988010e+03 9.359118917857690567e-01 3.091283768503271245e-01 1.420611460679592764e-01 6.643935149902431281e-01
0.000000000000000000e+00 -4.153328351926203140e+03 9.983679639099720671e-01 1.710047547717978844e-01 6.812543197332378009e-01 4.484504952718456616e-01
0.000000000000000000e+00 -4.084760522903313358e+03 8.292079866463426541e-01 2.544542796563238340e-01 4.483887177427715587e-01 9.022711961288464311e-01
0.000000000000000000e+00 -4.024556552783453299e+03 8.673884772673612353e-01 3.637465485165234380e-01 5.334667448763659170e-01 4.046268133251605947e-01
0.000000000000000000e+00 -3.942641599642767687e+03 9.979351695468577921e-01 3.597479452248008025e-01 1.363686993977553108e-02 3.854285129202834614e-01
0.000000000000000000e+00 -3.938624298838908999e+03 8.899772051739525125e-01 3.589271664689809294e-01 5.603471100932861937e-01 6.111919584260435689e-01
0.000000000000000000e+00 -3.891287302729480416e+03 8.587076792268936165e-01 8.172331132448507063e-01 3.932010771022780293e-01 8.599171446656774798e-01
0.000000000000000000e+00 -3.875414601788238087e+03 9.792239117376999591e-01 9.153928377212908751e-01 6.157086594325900109e-01 5.217054817923395538e-01
0.000000000000000000e+00 -3.872153699580539978e+03 7.119840200864863133e-01 9.682209712326803608e-01 1.379740818380192913e-02 9.904240308669676196e-01
0.000000000000000000e+00 -3.856764701714233524e+03 9.832658979006032585e-01 3.608790200527292047e-01 7.282053168755162620e-01 4.546552314996450406e-01
0.000000000000000000e+00 -3.659877099636246840e+03 8.388813211592235364e-01 1.852063423968182132e-01 3.995580189624814427e-02 1.759663886972172575e-01
0.000000000000000000e+00 -3.612062400109248301e+03 9.095358220691271978e-01 8.753880352425673639e-01 6.435866180313198903e-01 2.403175765949215892e-01
0.000000000000000000e+00 -3.598446506288285946e+03 9.827948408972866368e-01 2.382146795740861522e-01 1.700671259628098175e-01 2.833275087760543931e-01
0.000000000000000000e+00 -3.577049084770093941e+03 9.416485184464364888e-01 9.197432989200798881e-01 5.620515120382435503e-01 7.208456815384258753e-01
0.000000000000000000e+00 -3.516685367851011961e+03 9.462751859072263683e-01 2.757813723467061884e-01 9.664556856962457365e-01 5.065512867706363220e-01
